Fecha;FORMATO;PH;ES;MG;SAL
04/04/2016;3 KG;5,5;56,82;31,01;1,64
04/04/2016;1 KG;5,47;55,89;29,88;1,69
04/04/2016;BARRA 3 KG;5,43;57,59;31,7;1,92
04/04/2016;BARRA 3 KG;5,46;57,09;30,98;1,54
04/04/2016;BARRA 3 KG;5,49;58,05;32,22;1,5
04/04/2016;BARRA 3 KG;5,48;56,9;30,71;1,65
04/04/2016;3 KG;5,46;57,77;31,82;1,14
04/04/2016;3 KG;5,42;57,88;31,95;1,15
04/04/2016;BARRA 3 KG;5,38;56,7;29,91;1,58
04/04/2016;3 KG;5,28;57,57;32,19;1,26
04/04/2016;BARRA 3 KG;5,49;57,06;31,39;1,74
04/04/2016;3 KG;5,46;56,98;31,09;1,69
04/04/2016;3 KG;5,45;56,23;30,88;1,53
04/04/2016;1 KG;5,53;57,51;31,1;1,25
04/04/2016;BARRA 3 KG;5,45;57,2;30,63;1,65
04/04/2016;BARRA 3 KG;5,46;57,72;31,06;1,61
04/04/2016;3 KG;5,5;56,71;30,8;1,89
04/04/2016;3 KG;5,46;56,32;30,81;1,33
04/04/2016;3 KG;5,49;56;30,64;1,64
07/04/2016;BARRA 3 KG;5,4;58,36;31,41;1,52
07/04/2016;BARRA 3 KG;5,47;57,19;30,71;1,78
07/04/2016;500 G;5,43;59,06;31,29;0,97
07/04/2016;BARRA 3 KG;5,38;58,14;31,19;1,2
08/04/2016;BARRA 4.2 KG;5,26;58,61;32,19;1,5
08/04/2016;BARRA 4.2 KG;5,39;58,99;32,75;1,69
11/04/2016;3 KG;5,54;57,2;31,28;1,2
11/04/2016;3 KG;5,5;57,99;31,15;1,29
11/04/2016;3 KG;5,39;58,3;31,48;1,43
11/04/2016;3 KG;5,41;57,1;31,27;1,94
11/04/2016;3 KG;5,47;57,55;31,24;1,58
11/04/2016;3 KG;5,44;56,4;30,46;1,75
12/04/2016;BARRA 4.2 KG;5,49;57,02;31,6;1,3
12/04/2016;BARRA 4.2 KG;5,5;58,49;32,22;1,2
12/04/2016;BARRA 4.2 KG;5,49;57,51;31,54;1,8
12/04/2016;BARRA 4.2 KG;5,47;58,16;32,09;1,26
13/04/2016;BARRA 3 KG;5,47;57,75;31,03;1,41
13/04/2016;BARRA 3 KG;5,5;56,96;30,88;1,95
13/04/2016;500 G;5,6;58,44;31,78;1,2
13/04/2016;BARRA 3 KG;5,45;59,6;32,35;1,38
13/04/2016;BARRA 3 KG;5,56;57,54;31,21;1,64
13/04/2016;BARRA 3 KG;5,49;57,96;31,29;1,85
13/04/2016;BARRA 3 KG;5,42;58,15;31,56;1,66
13/04/2016;BARRA 3 KG;5,48;57,75;31,13;1,46
13/04/2016;BARRA 3 KG;5,39;57,4;30,86;1,43
13/04/2016;BARRA 3 KG;5,49;58,25;31,48;1,8
13/04/2016;BARRA 3 KG;5,45;56,75;30,31;1,46
15/04/2016;BARRA 4.2 KG;5,21;57,63;30,1;1,15
15/04/2016;BARRA 4.2 KG;5,29;58,09;31,29;0,56
15/04/2016;BARRA 4.2 KG;5,28;57,62;31,09;0,67
15/04/2016;BARRA 4.2 KG;5,23;59,44;31,76;1,01
18/04/2016;3 KG;5,45;57,87;30,97;1,76
18/04/2016;1 KG;5,6;57,78;31,71;1,13
18/04/2016;1 KG;5,51;58,05;31,77;1,13
18/04/2016;3 KG;5,42;57,17;30,98;1,9
18/04/2016;3 KG;5,43;57,69;31,3;1,77
18/04/2016;3 KG;5,47;58,07;31,87;1,56
18/04/2016;3 KG;5,48;57;30,73;1,82
18/04/2016;3 KG;5,45;57,67;31,25;1,53
18/04/2016;3 KG;5,46;58,06;31,65;1,69
18/04/2016;3 KG;5,56;56,23;30,42;2
18/04/2016;1 KG;5,64;57,7;31,3;1,12
19/04/2016;BARRA 4.2 KG;5,32;58,07;30,56;1,57
19/04/2016;BARRA 4.2 KG;5,38;56,39;30,37;1,3
19/04/2016;BARRA 4.2 KG;5,41;58,05;31,44;1,18
19/04/2016;BARRA 4.2 KG;5,51;58,07;31,48;1,04
20/04/2016;BARRA 3 KG;5,43;58,06;31,12;1,2
20/04/2016;BARRA 3 KG;5,39;57,5;31,59;1,37
20/04/2016;500 G;5,47;57,8;31;1,21
20/04/2016;BARRA 3 KG;5,42;57,33;31,41;1,87
20/04/2016;BARRA 3 KG;5,38;58,15;31,98;1,16
20/04/2016;BARRA 3 KG;5,51;57,54;31,58;1,22
20/04/2016;BARRA 3 KG;5,5;57,83;31,99;1,37
20/04/2016;BARRA 3 KG;5,35;58,37;31,69;1,44
20/04/2016;BARRA 3 KG;5,41;59,1;32,72;1,18
20/04/2016;BARRA 3 KG;5,42;57,27;30,63;1,59
22/04/2016;BARRA 4.2 KG;5,32;58,17;32,13;1,56
22/04/2016;BARRA 4.2 KG;5,52;59,33;31,95;1,13
22/04/2016;BARRA 4.2 KG;5,51;58,29;31,88;1,28
22/04/2016;BARRA 4.2 KG;5,46;58,19;31,63;1,39
22/04/2016;BARRA 4.2 KG;5,5;59,58;32,25;1,23
25/04/2016;1 KG;5,56;56,86;30,89;1,72
25/04/2016;3 KG;5,43;57,3;30,41;1,28
25/04/2016;3 KG;5,36;58,4;31,58;1,21
25/04/2016;3 KG;5,38;58,21;31,33;1,26
25/04/2016;3 KG;5,34;57,27;30,5;1,59
25/04/2016;1 KG;5,39;58,27;31,25;0,95
25/04/2016;3 KG;5,32;57,02;30,51;1,63
25/04/2016;3 KG;5,29;58,79;32,11;1,22
25/04/2016;3 KG;5,45;56,59;30,91;1,95
25/04/2016;1 KG;5,65;56,54;30,65;1,39
28/04/2016;BARRA 3 KG;5,38;57,89;31,72;1,34
28/04/2016;500 G;5,6;56,32;29,23;0,97
28/04/2016;BARRA 3 KG;5,46;58,21;31,74;1,48
28/04/2016;BARRA 3 KG;5,49;58,2;32,04;1,25
28/04/2016;BARRA 3 KG;5,36;57,17;30,95;1,26
28/04/2016;BARRA 3 KG;5,38;57,15;30,81;1,77
28/04/2016;BARRA 3 KG;5,47;57,22;31,58;1,9
28/04/2016;BARRA 3 KG;5,42;58,76;32,24;1,16
28/04/2016;500 G;5,43;60,54;32,18;0,95
28/04/2016;BARRA 3 KG;5,4;57,87;31,8;1,23
28/04/2016;BARRA 3 KG;5,38;57,9;32,17;1,17
28/04/2016;BARRA 3 KG;5,42;57,7;32,19;1,9
29/04/2016;BARRA 4.2 KG;5,31;57,11;30,64;1,24
29/04/2016;BARRA 4.2 KG;5,36;57,22;30,72;1,14
29/04/2016;BARRA 4.2 KG;5,3;57,51;30,8;1,31
29/04/2016;BARRA 4.2 KG;5,34;59,93;31,79;1,21
29/04/2016;BARRA 4.2 KG;5,35;59,53;31,98;1,43
02/05/2016;BARRA 3 KG;5,47;56,77;30,38;1,64
02/05/2016;3 KG;5,4;56,21;31,33;1,63
02/05/2016;3 KG;5,4;57,97;32,13;1,7
02/05/2016;BARRA 3 KG;5,46;57,41;31,47;1,81
02/05/2016;BARRA 3 KG;5,44;56,63;30,15;1,58
02/05/2016;3 KG;5,38;57,94;32,58;1,1
02/05/2016;BARRA 3 KG;5,51;58,06;31,78;1,4
02/05/2016;1 KG;5,77;57,55;31,23;1,43
02/05/2016;BARRA 3 KG;5,39;58,12;31,5;1,21
02/05/2016;1 KG;5,54;56,71;29,97;1,76
02/05/2016;BARRA 3 KG;5,44;57,6;31,33;1,58
02/05/2016;3 KG;5,41;58,66;32,5;0,98
02/05/2016;BARRA 3 KG;5,47;56,85;30,71;1,54
02/05/2016;BARRA 3 KG;5,45;56,79;30,55;1,9
02/05/2016;BARRA 3 KG;5,43;57,31;31,09;1,42
02/05/2016;BARRA 3 KG;5,39;57,24;30,94;1,89
02/05/2016;3 KG;5,39;57,41;31,6;1,94
04/05/2016;BARRA 3 KG;5,43;57,82;31,6;1,57
04/05/2016;500 G;5,41;58,3;31,15;1,25
04/05/2016;BARRA 3 KG;5,38;58,01;31,45;1,84
04/05/2016;BARRA 3 KG;5,41;58,11;31,77;1,72
04/05/2016;BARRA 3 KG;5,37;56,84;30,81;1,91
04/05/2016;500 G;5,42;57,5;30,92;1,1
04/05/2016;500 G;5,37;57,84;30,78;1,18
04/05/2016;BARRA 3 KG;5,39;57,94;31,57;1,62
04/05/2016;BARRA 3 KG;5,39;57,85;31,3;1,6
06/05/2016;BARRA 4.2 KG;5,41;56,69;30,79;1,12
06/05/2016;BARRA 4.2 KG;5,35;57,54;30,81;1,16
09/05/2016;BARRA 3 KG;5,35;57,91;32,37;1,18
09/05/2016;1 KG;5,34;56,74;31,02;1,53
09/05/2016;BARRA 3 KG;5,43;57,13;31,89;1,53
09/05/2016;BARRA 3 KG;5,48;56,36;31;1,73
09/05/2016;3 KG;5,35;56,66;30,67;1,74
09/05/2016;BARRA 3 KG;5,33;57,47;32,29;1,59
09/05/2016;1 KG;5,47;57,61;31,69;1,21
09/05/2016;3 KG;5,28;59,1;32,28;1,29
09/05/2016;BARRA 3 KG;5,52;57,14;31,17;1,51
09/05/2016;BARRA 3 KG;5,32;57,4;31,85;1,89
09/05/2016;3 KG;5,38;57,75;31,45;1,34
09/05/2016;BARRA 3 KG;5,46;57,28;31,18;1,8
09/05/2016;3 KG;5,27;57,42;31,07;1,75
09/05/2016;BARRA 3 KG;5,49;57,27;31,77;1,57
09/05/2016;3 KG;5,35;57,18;31,16;1,73
09/05/2016;BARRA 3 KG;5,29;57,59;31,94;1,48
10/05/2016;BARRA 4.2 KG;5,36;57,98;32,02;1,24
10/05/2016;BARRA 4.2 KG;5,43;58,89;32,57;1,41
12/05/2016;BARRA 3 KG;5,43;56,7;30,56;1,58
12/05/2016;BARRA 3 KG;5,48;55,32;29,73;1,77
12/05/2016;3 KG;5,46;57,38;30,65;1,56
12/05/2016;3 KG;5,42;57,52;31,38;1,31
12/05/2016;BARRA 3 KG;5,46;57,31;31,43;1,85
12/05/2016;3 KG;5,41;57,06;30,66;1,52
12/05/2016;3 KG;5,56;57,89;31,37;1,3
13/05/2016;BARRA 4.2 KG;5,3;57,65;31,51;1,3
13/05/2016;BARRA 4.2 KG;5,4;57,63;31,53;1,39
13/05/2016;BARRA 4.2 KG;5,38;58,16;32,2;1,25
13/05/2016;BARRA 4.2 KG;5,4;57,71;31,85;1,15
16/05/2016;BARRA 3 KG;5,4;57,67;31,72;1,67
16/05/2016;3 KG;5,32;56,81;30,88;1,42
16/05/2016;BARRA 3 KG;5,48;57,72;32,14;1,56
16/05/2016;3 KG;5,49;57,4;31,92;1,14
16/05/2016;3 KG;5,49;57,26;31,84;1,38
16/05/2016;BARRA 3 KG;5,35;57,44;31,49;1,62
16/05/2016;3 KG;5,46;57,59;32,44;1,52
16/05/2016;BARRA 3 KG;5,4;57,48;31,11;1,62
16/05/2016;3 KG;5,37;56,85;30,78;1,79
16/05/2016;BARRA 3 KG;5,36;57,49;31,63;1,58
16/05/2016;3 KG;5,36;57,24;30,84;1,57
16/05/2016;3 KG;5,3;57,39;31,27;1,35
16/05/2016;3 KG;5,4;57,46;31,48;1,58
16/05/2016;BARRA 3 KG;5,4;58,29;32,49;1,56
16/05/2016;BARRA 3 KG;5,47;56,77;30,96;1,76
16/05/2016;BARRA 3 KG;5,36;57,7;31,78;1,55
16/05/2016;3 KG;5,49;57,7;32,08;1,49
16/05/2016;1 KG;5,47;58,39;32,29;1,28
16/05/2016;BARRA 3 KG;5,43;57,96;31,9;1,38
16/05/2016;1 KG;5,46;57,86;31,07;1,21
16/05/2016;BARRA 3 KG;5,49;57,59;31,58;1,57
16/05/2016;3 KG;5,32;58,42;32,38;1,43
16/05/2016;3 KG;5,32;56,64;30,4;1,84
17/05/2016;BARRA 4.2 KG;5,49;57,61;31,6;1,12
18/05/2016;BARRA 3 KG;5,47;59,46;33,57;1,1
18/05/2016;BARRA 3 KG;5,45;59,72;34,67;1,41
18/05/2016;BARRA 3 KG;5,47;57,26;32,33;1,1
18/05/2016;BARRA 3 KG;5,46;56,83;31,77;1,21
18/05/2016;BARRA 3 KG;5,4;57,28;32,3;1,16
18/05/2016;500 G;5,58;58,94;31,77;1,12
18/05/2016;BARRA 3 KG;5,41;57,81;32,47;1,3
18/05/2016;BARRA 3 KG;5,56;59,09;33,77;1,06
18/05/2016;BARRA 3 KG;5,43;58,6;33,48;1,08
20/05/2016;3 KG;5,28;58,77;32,9;1,36
20/05/2016;3 KG;5,35;58,97;33,27;1,23
20/05/2016;BARRA 4.2 KG;5,3;59,17;33,19;1,23
20/05/2016;3 KG;5,3;57,79;32,37;1,31
20/05/2016;BARRA 4.2 KG;5,36;59,48;33,35;1,23
23/05/2016;1 KG;5,46;59,71;31,92;0,92
23/05/2016;3 KG;5,33;57,58;31,23;1,15
23/05/2016;3 KG;5,51;57,17;31,18;1,44
23/05/2016;3 KG;5,33;57,8;31,35;1,41
23/05/2016;3 KG;5,41;58,6;31,93;1,53
23/05/2016;3 KG;5,34;57,18;30,5;1,56
23/05/2016;3 KG;5,34;57,56;31,4;1,54
23/05/2016;3 KG;5,37;57,89;31,51;1,3
23/05/2016;1 KG;5,43;56,95;30,39;1,5
23/05/2016;3 KG;5,35;57,75;31,14;1,19
23/05/2016;3 KG;5,31;57,53;31,03;0,44
23/05/2016;3 KG;5,43;56,76;30,56;1,7
25/05/2016;BARRA 3 KG;5,54;56,8;30,72;1,6
25/05/2016;BARRA 3 KG;5,46;57,83;31,61;1,59
25/05/2016;BARRA 3 KG;5,56;58,2;31,93;1,51
25/05/2016;BARRA 3 KG;5,54;57,46;31,64;1,75
25/05/2016;BARRA 3 KG;5,45;58,02;31,67;1,56
25/05/2016;BARRA 3 KG;5,44;57,52;31,65;1,66
25/05/2016;BARRA 3 KG;5,5;57,05;31,2;1,79
25/05/2016;BARRA 3 KG;5,53;57,35;31,72;1,69
25/05/2016;BARRA 3 KG;5,47;56,77;30,91;1,19
25/05/2016;BARRA 3 KG;5,52;57,72;31,47;1,68
25/05/2016;BARRA 3 KG;5,54;58,35;32,78;1,58
25/05/2016;500 G;5,59;57,38;31,35;1,19
25/05/2016;BARRA 3 KG;5,49;57,68;31,87;1,45
25/05/2016;500 G;5,58;57,92;31,49;1,38
25/05/2016;BARRA 3 KG;5,49;56,95;31,02;1,51
27/05/2016;BARRA 4.2 KG;5,41;57,09;30,78;1,26
27/05/2016;BARRA 4.2 KG;5,51;57,67;30,62;1,52
27/05/2016;BARRA 4.2 KG;5,46;58,8;31,77;1,42
27/05/2016;BARRA 4.2 KG;5,45;58,43;31,69;1,3
30/05/2016;3 KG;5,46;58,23;31,86;1,43
30/05/2016;3 KG;5,41;57,9;31,65;1,32
30/05/2016;3 KG;5,51;57,31;31,55;1,34
30/05/2016;3 KG;5,46;57,33;31,37;1,51
30/05/2016;3 KG;5,49;58,63;32,38;1,08
30/05/2016;3 KG;5,44;56,48;30,72;1,8
01/06/2016;BARRA 3 KG;5,39;57,7;31,94;1,3
01/06/2016;BARRA 3 KG;5,5;56,83;30,64;1,65
01/06/2016;BARRA 3 KG;5,43;57,42;31,54;1,8
01/06/2016;BARRA 3 KG;5,44;57,7;30,99;1,28
01/06/2016;BARRA 3 KG;5,43;56,97;30,37;1,56
01/06/2016;BARRA 3 KG;5,42;57,05;30,99;1,66
01/06/2016;BARRA 3 KG;5,52;56,35;30,85;1,93
01/06/2016;BARRA 3 KG;5,57;56,71;31,27;1,88
01/06/2016;BARRA 3 KG;5,47;57,57;32,05;1,21
01/06/2016;BARRA 3 KG;5,46;57,59;31,63;1,21
01/06/2016;BARRA 3 KG;5,51;58,48;31,99;1,78
01/06/2016;BARRA 3 KG;5,53;57,19;31,39;1,32
02/06/2016;500 G;5,55;58,55;31,84;1,01
03/06/2016;BARRA 4.2 KG;5,28;58,35;30,86;1,14
03/06/2016;BARRA 4.2 KG;5,4;59,05;31,79;1,1
03/06/2016;BARRA 4.2 KG;5,24;57,66;30,49;1,16
03/06/2016;BARRA 4.2 KG;5,37;58,2;31,16;1,14
06/06/2016;1 KG;5,6;57,9;31,69;0,99
06/06/2016;3 KG;5,42;58,06;32,53;1,08
06/06/2016;3 KG;5,39;57,18;32,11;1,86
06/06/2016;1 KG;5,51;57,16;31,21;1,21
06/06/2016;3 KG;5,41;58,42;32,63;1,2
06/06/2016;3 KG;5,41;57,6;32,38;1,26
08/06/2016;500 G;5,51;55,66;30,14;0,98
08/06/2016;BARRA 3 KG;5,46;57,74;32,61;1,18
08/06/2016;BARRA 3 KG;5,42;57,31;31,89;1,34
08/06/2016;500 G;5,52;57,5;31,43;0,95
08/06/2016;BARRA 3 KG;5,35;58,31;32,73;1,5
08/06/2016;BARRA 3 KG;5,36;57,25;32,43;1,79
08/06/2016;BARRA 3 KG;5,43;57,57;32,33;1,11
08/06/2016;BARRA 3 KG;5,49;57,78;32,51;1,18
08/06/2016;BARRA 3 KG;5,29;58,39;32,96;1,09
08/06/2016;BARRA 3 KG;5,45;58,49;33,38;1,39
08/06/2016;BARRA 3 KG;5,31;58,02;32,79;1,09
08/06/2016;BARRA 3 KG;5,51;56,55;31,97;1,54
08/06/2016;BARRA 3 KG;5,46;57,01;31,51;1,36
08/06/2016;BARRA 3 KG;5,46;58,24;33,08;1,6
08/06/2016;BARRA 3 KG;5,48;57,62;32,39;1,14
10/06/2016;BARRA 4.2 KG;5,35;58,4;32,66;1,03
10/06/2016;BARRA 4.2 KG;5,32;57,77;32,08;1,12
13/06/2016;3 KG;5,37;57,81;32,19;1,1
13/06/2016;3 KG;5,39;57,72;31,94;1,35
13/06/2016;3 KG;5,44;58,28;32,46;1,13
13/06/2016;3 KG;5,41;57,99;32,57;1,5
13/06/2016;3 KG;5,37;58,15;32,35;1,13
13/06/2016;1 KG;5,43;57,13;31,38;1,25
13/06/2016;3 KG;5,37;59,17;32,54;1,32
13/06/2016;1 KG;5,45;57,17;30,73;1,31
14/06/2016;BARRA 4.2 KG;5,38;56,47;30,84;1,53
15/06/2016;1 KG;5,42;55,44;29,78;1,44
15/06/2016;BARRA 3 KG;5,42;32,65;20,62;1,22
15/06/2016;1 KG;5,5;57,11;30,57;1,25
15/06/2016;BARRA 3 KG;5,41;57,13;31,7;1,25
15/06/2016;BARRA 3 KG;5,35;57,25;32,06;1,64
15/06/2016;BARRA 3 KG;5,4;57,48;32,03;1,4
15/06/2016;1 KG;5,57;56,12;29,21;1,54
15/06/2016;BARRA 3 KG;5,39;56,84;31,26;1,54
15/06/2016;BARRA 3 KG;5,61;56,82;31,47;1,67
15/06/2016;BARRA 3 KG;5,43;57,81;31,58;1,16
15/06/2016;BARRA 3 KG;5,41;57,68;31,87;1,3
15/06/2016;BARRA 3 KG;5,52;57,25;32,04;1,46
15/06/2016;BARRA 3 KG;5,61;57,04;31,57;1,81
15/06/2016;BARRA 3 KG;5,43;57,36;31,77;1,27
15/06/2016;BARRA 3 KG;5,42;57,82;32,35;1,28
15/06/2016;BARRA 3 KG;5,56;57,79;32,2;1,38
15/06/2016;BARRA 3 KG;5,39;58,28;32,54;1,03
