Fecha;FORMATO;PH;ES;MG;SAL
03/08/2015;3 KG;5,49;57,51;31,7;1,38
03/08/2015;BARRA 3 KG;5,54;56,73;31,38;1,48
03/08/2015;3 KG;5,47;57,88;31,81;1,15
03/08/2015;3 KG;5,41;56,88;31,41;1,54
03/08/2015;1 KG;5,51;57,44;30,9;1,24
03/08/2015;BARRA 3 KG;5,52;57,56;31,63;1,52
03/08/2015;3 KG;5,49;57,25;31,89;1,59
03/08/2015;BARRA 3 KG;5,48;57,08;31,45;1,53
03/08/2015;3 KG;5,36;57,08;31,43;1,26
03/08/2015;BARRA 3 KG;5,5;56,96;30,51;1,43
03/08/2015;BARRA 3 KG;5,57;56,48;30,99;1,26
03/08/2015;1 KG;5,57;57,17;31,03;1,41
04/08/2015;BARRA 4.2 KG;5,44;58,4;31,77;1,1
04/08/2015;BARRA 4.2 KG;5,54;57,01;31,19;1,17
04/08/2015;BARRA 4.2 KG;5,57;58,26;32,51;0,97
04/08/2015;BARRA 4.2 KG;5,49;57,89;31,89;1,07
04/08/2015;BARRA 4.2 KG;5,51;56,96;31,55;1,13
05/08/2015;BARRA 3 KG;5,34;58,38;32,22;1,41
05/08/2015;BARRA 3 KG;5,39;57,91;32,18;1,16
06/08/2015;BARRA 4.2 KG;5,53;58,64;32,06;0,96
06/08/2015;BARRA 4.2 KG;5,32;57,36;31,2;1,23
06/08/2015;BARRA 4.2 KG;5,37;56,59;30,71;1,35
06/08/2015;BARRA 4.2 KG;5,41;57,04;30,21;1,18
07/08/2015;500 G;5,53;57,9;31,18;1,1
07/08/2015;500 G;5,61;57,89;31,23;1,13
07/08/2015;500 G;5,66;57,56;30,82;1,02
07/08/2015;500 G;5,58;57,03;30,23;1
10/08/2015;3 KG;5,38;58,11;32,63;1,3
10/08/2015;3 KG;5,32;57,25;31,67;1,35
10/08/2015;3 KG;5,37;56,96;31,15;1,16
10/08/2015;3 KG;5,4;57,75;31,97;1,18
10/08/2015;3 KG;5,3;56,34;31,29;1,39
11/08/2015;BARRA 3 KG;5,53;57,67;31,41;1,2
11/08/2015;BARRA 3 KG;5,5;56,9;31,04;1,29
11/08/2015;BARRA 3 KG;5,61;57,74;31,52;1,08
11/08/2015;BARRA 3 KG;5,53;57,79;31,64;1,11
11/08/2015;BARRA 3 KG;5,6;57,14;31,29;1,21
11/08/2015;BARRA 3 KG;5,55;57,46;31,16;1,14
11/08/2015;BARRA 3 KG;5,6;56,67;31,04;1,41
11/08/2015;BARRA 3 KG;5,64;57,18;31,34;1,33
12/08/2015;500 G;5,43;58,05;31,35;1,06
12/08/2015;500 G;5,59;57,82;31,6;1,33
12/08/2015;500 G;5,45;56,89;30,27;1,11
12/08/2015;500 G;5,46;59,04;32,09;0,99
14/08/2015;BARRA 4.2 KG;5,44;56,94;30,66;1,4
14/08/2015;BARRA 4.2 KG;5,48;57,56;30,62;1,43
14/08/2015;BARRA 4.2 KG;5,4;56,87;30,69;1,3
17/08/2015;3 KG;5,54;57,93;33,15;1,21
17/08/2015;3 KG;5,56;57,65;32,71;1,05
19/08/2015;500 G;5,35;58,57;32,57;1,12
19/08/2015;500 G;5,56;57,33;31,7;1,36
20/08/2015;BARRA 3 KG;5,52;57,11;31,47;1,49
20/08/2015;BARRA 3 KG;5,38;57,05;31,7;1,35
20/08/2015;BARRA 3 KG;5,48;56,94;31,2;1,49
20/08/2015;BARRA 3 KG;5,52;56,93;31;1,42
20/08/2015;BARRA 3 KG;5,53;56,79;31,32;1,75
20/08/2015;BARRA 3 KG;5,54;56,35;31,61;1,81
20/08/2015;BARRA 3 KG;5,49;57,12;31,23;1,87
20/08/2015;BARRA 3 KG;5,54;56,71;31,23;1,77
20/08/2015;BARRA 3 KG;5,52;58,51;32,47;1,47
21/08/2015;BARRA 4.2 KG;5,31;56,71;31,45;1,35
21/08/2015;BARRA 4.2 KG;5,34;58,54;32,65;1,12
21/08/2015;BARRA 4.2 KG;5,29;58,24;31,62;1,35
21/08/2015;BARRA 4.2 KG;5,36;58,92;32,59;1,15
24/08/2015;3 KG;5,39;57,1;31,33;1,51
24/08/2015;3 KG;5,42;57,25;32,08;1,32
24/08/2015;3 KG;5,41;57,38;31,68;1,21
24/08/2015;3 KG;5,46;57,99;32,16;1,33
25/08/2015;500 G;5,5;57,55;29,81;1,17
25/08/2015;500 G;5,48;57,26;29,36;1,33
25/08/2015;BARRA 4.2 KG;5,46;57,31;30,68;1,06
25/08/2015;500 G;5,92;57,37;31,62;1,2
28/08/2015;BARRA 4.2 KG;5,42;58,45;32,28;0,93
28/08/2015;BARRA 4.2 KG;5,38;58,05;31,49;1,51
28/08/2015;BARRA 4.2 KG;5,4;57,36;31,16;1,23
31/08/2015;3 KG;5,49;57,95;32,2;1,61
31/08/2015;3 KG;5,55;56,35;30,93;1,55
31/08/2015;1 KG;5,48;56,17;30,88;1,65
31/08/2015;1 KG;5,59;57,37;31,57;1,78
31/08/2015;3 KG;5,57;56,21;31,36;1,78
31/08/2015;3 KG;5,47;55,98;30,83;1,58
07/09/2015;3 KG;5,44;57,71;32,34;1,35
07/09/2015;3 KG;5,5;57,37;32,16;1,27
07/09/2015;3 KG;5,43;56,17;31,54;1,43
07/09/2015;3 KG;5,47;56,32;32,02;1,48
07/09/2015;3 KG;5,63;56,92;32,41;1,22
07/09/2015;3 KG;5,53;56,86;32,75;1,46
07/09/2015;3 KG;5,42;56,71;32,45;1,58
07/09/2015;1 KG;5,46;56,8;31,18;1,39
07/09/2015;1 KG;5,45;56,81;31,25;1,54
07/09/2015;3 KG;5,44;57,31;32,23;1,27
10/09/2015;BARRA 3 KG;5,37;56,44;30,65;1,21
10/09/2015;BARRA 3 KG;5,39;56,69;30,58;1,42
10/09/2015;BARRA 3 KG;5,46;57,58;31,71;1,16
10/09/2015;BARRA 3 KG;5,41;57,64;31,49;1,5
10/09/2015;500 G;5,66;54,78;29,5;1,34
10/09/2015;500 G;5,62;54,55;29,21;1,28
10/09/2015;BARRA 3 KG;5,41;58,02;32,27;1,25
10/09/2015;BARRA 3 KG;5,48;56,84;31,27;1,39
10/09/2015;BARRA 3 KG;5,38;57,26;31,43;1,36
10/09/2015;BARRA 3 KG;5,54;56,73;30,72;1,61
10/09/2015;BARRA 3 KG;5,43;57,04;31,16;1,3
10/09/2015;BARRA 3 KG;5,39;57,13;31,09;1,28
11/09/2015;BARRA 4.2 KG;5,31;58,55;31,69;1,51
11/09/2015;BARRA 4.2 KG;5,35;58,54;31,94;1,37
11/09/2015;BARRA 4.2 KG;5,38;58;31,56;1,18
11/09/2015;BARRA 4.2 KG;5,37;56,93;30,7;1,37
14/09/2015;1 KG;5,63;56,45;30,9;1,44
14/09/2015;3 KG;5,53;56,38;29,91;1,44
14/09/2015;3 KG;5,43;58,62;32,02;1,11
14/09/2015;3 KG;5,4;57,05;30,67;1,21
14/09/2015;3 KG;5,46;56,8;31,03;1,22
14/09/2015;3 KG;5,52;57,06;30,76;1,12
14/09/2015;3 KG;5,41;57,14;31,3;1,53
14/09/2015;1 KG;5,62;56,53;30,59;1,34
14/09/2015;3 KG;5,45;58,14;31,89;1,2
14/09/2015;3 KG;5,58;57,09;30,96;1,09
14/09/2015;1 KG;5,57;57,73;31,41;1,33
14/09/2015;3 KG;5,5;59,04;32,32;0,99
14/09/2015;3 KG;5,47;56,03;30,05;1,44
14/09/2015;3 KG;5,39;57,87;32,11;1,35
14/09/2015;3 KG;5,43;56,9;31,04;1,16
15/09/2015;500 G;5,56;56,13;30,22;1,11
16/09/2015;BARRA 3 KG;5,58;57,64;31,29;1,21
16/09/2015;BARRA 3 KG;5,62;57,07;30,76;1,43
16/09/2015;BARRA 3 KG;5,57;57,61;31,32;1,26
16/09/2015;BARRA 3 KG;5,5;58,33;32,08;1,18
16/09/2015;BARRA 3 KG;5,44;56,26;30,6;1,38
16/09/2015;BARRA 3 KG;5,41;58,19;31,64;1,13
16/09/2015;BARRA 3 KG;5,47;57,34;31,36;1,63
16/09/2015;BARRA 3 KG;5,44;56,12;30,36;1,23
16/09/2015;BARRA 3 KG;5,62;57,08;31,24;1,37
16/09/2015;BARRA 3 KG;5,59;58,58;32,63;0,97
16/09/2015;BARRA 3 KG;5,53;58,1;31,6;1,16
17/09/2015;BARRA 4.2 KG;5,39;57,6;31,22;1,34
17/09/2015;BARRA 4.2 KG;5,41;57,9;31,6;0,61
17/09/2015;BARRA 4.2 KG;5,37;57,35;31,37;1,32
17/09/2015;BARRA 4.2 KG;5,37;57,66;31,77;1,38
21/09/2015;3 KG;5,5;57,76;32,18;1,22
21/09/2015;500 G;5,47;57,92;31,78;1,13
21/09/2015;3 KG;5,45;58,75;33,75;1,56
21/09/2015;3 KG;5,58;58,79;33,8;1,26
21/09/2015;3 KG;5,46;58,79;32,98;1,1
21/09/2015;3 KG;5,53;58,53;32,85;1,07
21/09/2015;3 KG;5,56;58,27;33,09;1,79
21/09/2015;3 KG;5,52;59,49;34,21;1,09
21/09/2015;3 KG;5,47;57,95;31,92;1,68
21/09/2015;3 KG;5,45;58,55;32,44;1,33
21/09/2015;3 KG;5,52;58,64;33,4;1,41
21/09/2015;3 KG;5,5;58,64;33,31;1,51
21/09/2015;3 KG;5,5;58,15;32,53;1,68
21/09/2015;500 G;5,49;57,31;31,06;1,35
24/09/2015;BARRA 3 KG;5,53;57,28;31,57;1,46
24/09/2015;BARRA 3 KG;5,43;58,51;31,65;1,09
24/09/2015;BARRA 3 KG;5,52;56,66;30,67;1,93
24/09/2015;BARRA 3 KG;5,49;57,53;31,98;1,2
24/09/2015;BARRA 3 KG;5,49;57,55;31,8;1,73
24/09/2015;BARRA 3 KG;5,48;57,17;31,52;1,36
24/09/2015;BARRA 3 KG;5,47;58,08;32,53;1,35
24/09/2015;BARRA 3 KG;5,51;57,48;31,62;1,5
24/09/2015;BARRA 3 KG;5,49;57,86;32,52;1,3
24/09/2015;BARRA 3 KG;5,43;57,79;32,38;1,18
24/09/2015;BARRA 3 KG;5,46;58,15;32,26;1,11
24/09/2015;BARRA 3 KG;5,68;58,98;33,26;1,13
24/09/2015;BARRA 3 KG;5,51;57,84;31,64;1,27
24/09/2015;1 KG;5,52;57,55;31,66;1,26
24/09/2015;1 KG;5,5;56,27;30,48;1,49
24/09/2015;BARRA 3 KG;5,48;57,85;32,22;1,2
24/09/2015;BARRA 3 KG;5,66;57,83;32,17;1,08
24/09/2015;BARRA 3 KG;5,45;57,78;31,65;1,23
28/09/2015;3 KG;5,41;57,49;31,39;1,35
28/09/2015;3 KG;5,51;57,2;31,99;1,8
28/09/2015;3 KG;5,47;57,05;31,8;1,16
28/09/2015;BARRA 4.2 KG;5,41;59,61;33,23;0,99
28/09/2015;BARRA 4.2 KG;5,41;58,89;33,31;1,12
28/09/2015;3 KG;5,46;58,69;32,85;1,28
28/09/2015;3 KG;5,44;58,7;31,87;1,34
28/09/2015;BARRA 4.2 KG;5,4;58,76;32,41;1,12
28/09/2015;3 KG;5,5;56,66;31,45;1,34
28/09/2015;3 KG;5,43;57,75;32,34;1,19
28/09/2015;3 KG;5,49;57,84;32,57;1
28/09/2015;BARRA 4.2 KG;5,37;57,02;31,28;1,36
28/09/2015;3 KG;5,45;57,07;31,84;1,31
28/09/2015;BARRA 4.2 KG;5,31;56,68;31,54;1,43
30/09/2015;BARRA 3 KG;5,52;56,98;31,66;1,28
30/09/2015;BARRA 3 KG;5,43;56,94;31,14;1,33
30/09/2015;BARRA 3 KG;5,42;57,57;31,45;1,26
30/09/2015;BARRA 3 KG;5,47;56,63;31,65;1,23
30/09/2015;BARRA 3 KG;5,44;57,23;31,16;1,41
30/09/2015;BARRA 3 KG;5,46;56,56;31,98;1,46
30/09/2015;BARRA 3 KG;5,48;57,48;32,32;1,37
30/09/2015;BARRA 3 KG;5,49;59,07;33,07;1,53
30/09/2015;BARRA 3 KG;5,49;58,21;32,97;1,12
30/09/2015;BARRA 3 KG;5,46;57,59;31,76;1,53
30/09/2015;BARRA 3 KG;5,46;57,1;31,63;1,53
30/09/2015;BARRA 3 KG;5,41;57,2;31,51;1,36
30/09/2015;BARRA 3 KG;5,5;56,98;31,68;1,43
30/09/2015;BARRA 3 KG;5,49;57,93;31,99;1,19
30/09/2015;BARRA 3 KG;5,35;58,54;32,28;1,21
01/10/2015;1 KG;5,6;56,95;30,47;1,32
01/10/2015;1 KG;5,45;56,94;30,32;1,1
02/10/2015;BARRA 4.2 KG;5,37;57,39;30,99;1,63
02/10/2015;BARRA 4.2 KG;5,35;57,86;31,9;1,27
02/10/2015;BARRA 4.2 KG;5,39;58,03;31,97;1,14
02/10/2015;BARRA 4.2 KG;5,34;57,51;32,27;1,12
02/10/2015;BARRA 4.2 KG;5,36;57,09;31,94;1,37
05/10/2015;3 KG;5,46;56,86;31,3;1,5
05/10/2015;3 KG;5,43;57,95;32,17;1,34
05/10/2015;3 KG;5,45;57,39;31,9;1,8
05/10/2015;3 KG;5,43;58,52;32,39;1,31
05/10/2015;3 KG;5,47;57,55;31,89;1,55
06/10/2015;BARRA 4.2 KG;5,53;57,31;30,77;1,52
06/10/2015;BARRA 4.2 KG;5,66;57,28;30,82;1,26
07/10/2015;BARRA 3 KG;5,44;56,76;30,41;1,51
07/10/2015;BARRA 3 KG;5,39;58,47;32,25;1,31
07/10/2015;BARRA 3 KG;5,37;56,79;30,75;1,57
07/10/2015;BARRA 3 KG;5,59;55,68;30,47;1,68
07/10/2015;BARRA 3 KG;5,41;57,21;31,1;1,32
07/10/2015;BARRA 3 KG;5,47;57,88;32,64;1,42
07/10/2015;BARRA 3 KG;5,59;56,43;31,06;1,57
07/10/2015;BARRA 3 KG;5,38;57,92;31,94;1,4
07/10/2015;BARRA 3 KG;5,36;57,74;31,87;1,38
07/10/2015;BARRA 3 KG;5,43;56,03;30,32;1,76
08/10/2015;1 KG;5,4;55,93;30,81;1,77
09/10/2015;500 G;5,56;58,56;31,44;0,84
10/10/2015;3 KG;5,28;58,64;31,82;1,61
10/10/2015;3 KG;5,39;57,79;31,09;1,51
10/10/2015;3 KG;5,43;58,97;32,61;1,13
10/10/2015;3 KG;5,33;57,9;31,35;1,24
10/10/2015;BARRA 4.2 KG;5,24;59,1;32,2;1,57
10/10/2015;3 KG;5,34;58,6;32;1,22
10/10/2015;3 KG;5,3;57,06;31,1;1,26
10/10/2015;BARRA 4.2 KG;5,38;58,55;31,66;1,78
13/10/2015;BARRA 4.2 KG;5,31;56,59;30,94;1,98
14/10/2015;BARRA 3 KG;5,47;58,75;32,2;1,13
14/10/2015;BARRA 3 KG;5,51;57,6;30,66;1,57
14/10/2015;BARRA 3 KG;5,61;57,32;31,36;1,44
14/10/2015;BARRA 3 KG;5,55;56,81;31,06;1,95
14/10/2015;BARRA 3 KG;5,47;58,64;31,83;1,05
14/10/2015;BARRA 3 KG;5,54;57,94;31,53;1,23
14/10/2015;500 G;5,65;56,91;31,36;1,43
14/10/2015;BARRA 3 KG;5,49;55,79;29,76;1,86
14/10/2015;500 G;5,68;57,23;30,83;1,4
14/10/2015;BARRA 3 KG;5,51;58,34;31,99;1,22
14/10/2015;BARRA 3 KG;5,46;57,96;31,36;1,61
14/10/2015;BARRA 3 KG;5,56;57,1;32,23;1,6
14/10/2015;500 G;5,75;57,24;30,83;1
14/10/2015;BARRA 3 KG;5,53;56,47;30,19;1,44
14/10/2015;BARRA 3 KG;5,49;57,54;30,77;1,21
14/10/2015;BARRA 3 KG;5,47;56,25;30,51;1,52
14/10/2015;BARRA 3 KG;5,43;57,26;31,31;1,43
14/10/2015;BARRA 3 KG;5,54;57,72;31,09;1,18
14/10/2015;BARRA 3 KG;5,47;57,39;32,1;1,63
19/10/2015;3 KG;5,45;58,28;31,84;1,45
19/10/2015;1 KG;5,4;57,86;30,76;1,18
19/10/2015;3 KG;5,51;57,5;31,95;1,78
19/10/2015;3 KG;5,52;58,33;32,11;1,78
19/10/2015;3 KG;5,47;58,14;32,35;1,55
19/10/2015;3 KG;5,46;56,79;30,99;1,97
19/10/2015;3 KG;5,46;56,95;30,89;1,77
19/10/2015;1 KG;5,42;57,1;30,95;1,4
20/10/2015;BARRA 4.2 KG;5,37;57,75;30,67;1,45
20/10/2015;BARRA 4.2 KG;5,45;56,91;30,72;1,56
20/10/2015;BARRA 4.2 KG;5,41;57,93;31,86;1,72
20/10/2015;BARRA 4.2 KG;5,46;57,42;31,9;1,28
20/10/2015;BARRA 4.2 KG;5,46;57,78;32,27;1,27
21/10/2015;BARRA 3 KG;5,5;57,71;31,99;1,9
21/10/2015;BARRA 3 KG;5,44;57,7;31,24;1,65
21/10/2015;BARRA 3 KG;5,42;57,71;31,42;1,36
21/10/2015;BARRA 3 KG;5,54;58,25;32,13;1,55
21/10/2015;BARRA 3 KG;5,56;58,04;32,28;1,86
21/10/2015;BARRA 3 KG;5,49;57,4;30,61;1,7
21/10/2015;BARRA 3 KG;5,57;58,37;32,68;1,65
21/10/2015;BARRA 3 KG;5,47;57,69;32,23;1,8
21/10/2015;BARRA 3 KG;5,55;58,24;32,36;1,72
21/10/2015;BARRA 3 KG;5,49;58,64;32,62;1,91
21/10/2015;BARRA 3 KG;5,51;58,8;33,16;1,27
21/10/2015;500 G;5,53;57,16;30,43;1,21
21/10/2015;500 G;5,48;57,17;31,5;1,65
21/10/2015;BARRA 3 KG;5,37;56,7;30,88;1,74
23/10/2015;BARRA 4.2 KG;5,29;57,75;31,47;1,3
23/10/2015;BARRA 4.2 KG;5,28;56,9;30,89;1,52
23/10/2015;BARRA 4.2 KG;5,26;58,4;31,81;1,17
26/10/2015;3 KG;5,36;58,43;32,74;1,31
26/10/2015;3 KG;5,26;57,64;31,97;1,36
26/10/2015;1 KG;5,53;55,66;31,18;1,76
26/10/2015;3 KG;5,3;56,84;31,15;1,93
26/10/2015;3 KG;5,28;58,22;32,47;1,18
26/10/2015;3 KG;5,27;58,65;32,98;1
26/10/2015;3 KG;5,34;57,14;32,17;1,1
26/10/2015;1 KG;5,47;57,71;31,69;1,12
26/10/2015;3 KG;5,31;57,67;32,22;1,5
27/10/2015;BARRA 4.2 KG;5,34;57,1;31,42;1,4
28/10/2015;BARRA 3 KG;5,43;57,97;32,55;1,6
28/10/2015;BARRA 3 KG;5,43;58,14;32,82;1,66
28/10/2015;500 G;5,36;59,23;31,65;1,32
28/10/2015;BARRA 3 KG;5,39;58,12;32,77;1,57
28/10/2015;BARRA 3 KG;5,45;57,93;32,71;1,71
28/10/2015;BARRA 3 KG;5,51;57,38;31,81;1,42
28/10/2015;BARRA 3 KG;5,44;58,26;33,01;1,34
28/10/2015;BARRA 3 KG;5,41;57,34;32,03;1,53
28/10/2015;BARRA 3 KG;5,5;57,02;31,98;1,08
28/10/2015;BARRA 3 KG;5,48;56,98;31,91;1,71
28/10/2015;BARRA 3 KG;5,46;56,71;31,71;1,59
28/10/2015;BARRA 3 KG;5,46;57,22;32,27;1,31
28/10/2015;BARRA 3 KG;5,39;57,75;32,29;1,52
30/10/2015;BARRA 4.2 KG;5,39;58,53;32,42;1,17
30/10/2015;BARRA 4.2 KG;5,5;57,57;31,52;1,49
30/10/2015;BARRA 4.2 KG;5,36;57,99;32,18;1,36
30/10/2015;BARRA 4.2 KG;5,47;56,5;30,71;1,68
30/10/2015;BARRA 4.2 KG;5,47;57,29;31,5;1,45
02/11/2015;3 KG;5,41;57,42;31,55;2
02/11/2015;1 KG;5,49;56,64;30,59;1,72
02/11/2015;3 KG;5,5;57,95;32,22;2
02/11/2015;3 KG;5,48;56,65;31,74;1,72
02/11/2015;3 KG;5,51;57,04;31,19;1,58
02/11/2015;3 KG;5,4;56,84;31,25;1,86
02/11/2015;1 KG;5,61;56,82;31,14;1,9
02/11/2015;3 KG;5,52;57,92;32,15;1,72
02/11/2015;3 KG;5,45;58,46;32,78;1,67
05/11/2015;BARRA 3 KG;5,51;58,31;32,36;1,45
05/11/2015;BARRA 3 KG;5,49;57,05;31,35;1,8
05/11/2015;BARRA 3 KG;5,48;58,5;31,9;1,75
05/11/2015;BARRA 3 KG;5,47;56,75;31,58;1,6
05/11/2015;BARRA 3 KG;5,4;58,59;32,13;1,34
05/11/2015;BARRA 3 KG;5,52;56,36;30,9;1,82
05/11/2015;BARRA 3 KG;5,43;57,53;31,85;1,72
05/11/2015;BARRA 3 KG;5,51;57,3;31,68;1,47
05/11/2015;BARRA 3 KG;5,62;58,26;32,53;1,21
05/11/2015;BARRA 3 KG;5,53;57,56;31,58;1,55
05/11/2015;BARRA 3 KG;5,51;57,84;31,98;1,85
05/11/2015;BARRA 3 KG;5,57;57,14;31,82;1,5
05/11/2015;BARRA 3 KG;5,42;58,49;32,94;1,76
06/11/2015;BARRA 4.2 KG;5,47;57,43;31,66;1,1
06/11/2015;BARRA 4.2 KG;5,44;58,3;32,45;1,35
06/11/2015;BARRA 4.2 KG;5,46;58,16;32,42;1,15
06/11/2015;BARRA 4.2 KG;5,44;58,39;32,78;1,1
06/11/2015;BARRA 4.2 KG;5,47;57,58;31,87;1,51
06/11/2015;BARRA 4.2 KG;5,49;58,89;33,08;1,36
06/11/2015;BARRA 4.2 KG;5,49;56,93;31,03;1,35
09/11/2015;1 KG;5,49;56,62;30,88;1,27
09/11/2015;3 KG;5,48;56,87;31,15;1,67
09/11/2015;3 KG;5,46;55,86;30,63;0,99
09/11/2015;3 KG;5,5;56,31;30,78;1,83
09/11/2015;3 KG;5,45;56,09;31,04;1,77
09/11/2015;3 KG;5,44;56,93;31,69;1,29
09/11/2015;1 KG;5,73;56,72;30,77;1,57
09/11/2015;3 KG;5,55;55,18;30,69;1,72
09/11/2015;3 KG;5,45;56,38;31,17;1,4
09/11/2015;3 KG;5,37;56,49;30,86;2
09/11/2015;3 KG;5,47;55,82;30,68;1,78
09/11/2015;3 KG;5,51;56,44;31,51;1,31
09/11/2015;1 KG;5,44;57,93;31,5;1,35
09/11/2015;1 KG;5,49;57,19;31,05;1,38
12/11/2015;BARRA 3 KG;5,54;57,96;31,83;1,37
12/11/2015;BARRA 3 KG;5,48;57,73;32,06;1,54
12/11/2015;BARRA 3 KG;5,47;58,26;32,36;1,12
12/11/2015;BARRA 3 KG;5,44;57,42;31,52;1,6
12/11/2015;500 G;5,63;57,03;31,24;1,39
12/11/2015;BARRA 3 KG;5,49;57,7;31,7;1,54
12/11/2015;BARRA 3 KG;5,57;57,24;31,39;1,41
12/11/2015;BARRA 3 KG;5,53;58,08;31,39;1,02
12/11/2015;BARRA 3 KG;5,52;58,48;32,27;1,26
12/11/2015;BARRA 3 KG;5,5;58,02;31,69;1,25
12/11/2015;BARRA 3 KG;5,39;58,3;32,13;1,54
12/11/2015;BARRA 3 KG;5,5;58,1;32,21;1,44
12/11/2015;BARRA 3 KG;5,49;57,49;31,81;2
12/11/2015;BARRA 3 KG;5,5;57,18;31,07;1,52
13/11/2015;BARRA 4.2 KG;5,35;57,38;31,52;1,62
13/11/2015;BARRA 4.2 KG;5,4;58,05;31,72;1,59
13/11/2015;BARRA 3 KG;5,24;57,11;30,64;1,66
13/11/2015;BARRA 4.2 KG;5,33;56,9;30,98;1,84
16/11/2015;3 KG;5,54;57,51;32,13;1,13
16/11/2015;3 KG;5,5;57,65;31,9;1,38
16/11/2015;3 KG;5,5;58,48;32,47;1,38
16/11/2015;3 KG;5,46;57,26;31,4;1,34
16/11/2015;3 KG;5,49;57,57;31,99;1,19
16/11/2015;3 KG;5,54;56,93;31,79;1,29
16/11/2015;3 KG;5,56;57,66;32,26;1,02
17/11/2015;1 KG;5,69;57,04;30,69;1,38
17/11/2015;1 KG;5,56;55,74;29,89;1,35
17/11/2015;1 KG;5,72;55,99;30,11;1,41
17/11/2015;1 KG;5,92;56,05;30,62;1,83
17/11/2015;1 KG;5,55;56,36;30,75;1,68
17/11/2015;1 KG;5,45;56,62;30,63;1,25
17/11/2015;1 KG;5,77;56,36;30,42;1,59
17/11/2015;1 KG;5,83;57,31;31,28;1,72
18/11/2015;BARRA 3 KG;5,46;56,55;31,32;1,45
18/11/2015;BARRA 3 KG;5,44;57,85;31,4;1,04
18/11/2015;BARRA 3 KG;5,47;56,38;31,59;2,01
18/11/2015;BARRA 3 KG;5,46;57,65;31,8;1,16
18/11/2015;BARRA 3 KG;5,49;57,74;32,09;1,14
18/11/2015;BARRA 3 KG;5,5;57,77;31,49;1,25
18/11/2015;BARRA 3 KG;5,48;56,56;30,87;1,56
18/11/2015;BARRA 3 KG;5,65;57,18;31,75;1,68
18/11/2015;BARRA 3 KG;5,53;56,1;30,9;2,04
18/11/2015;BARRA 3 KG;5,52;58,35;32,19;1,03
19/11/2015;BARRA 3 KG;5,46;58,53;31,98;1,11
19/11/2015;BARRA 3 KG;5,5;56,84;31;1,58
19/11/2015;BARRA 3 KG;5,51;58,02;32,4;1,44
19/11/2015;BARRA 3 KG;5,45;57,79;31,65;1,82
19/11/2015;BARRA 3 KG;5,53;58,04;31,61;1,32
19/11/2015;BARRA 3 KG;5,48;57,22;31,48;1,74
19/11/2015;BARRA 3 KG;5,39;57,39;31,04;1,66
19/11/2015;BARRA 3 KG;5,47;57,35;31,71;1,24
19/11/2015;BARRA 3 KG;5,46;57,78;32,22;1,46
19/11/2015;BARRA 3 KG;5,46;56,96;31,53;1,79
20/11/2015;3 KG;5,43;58,33;31,93;1,8
20/11/2015;BARRA 4.2 KG;5,59;57,51;31,38;1,06
20/11/2015;3 KG;5,53;56,91;30,61;1,62
20/11/2015;3 KG;5,52;57,11;31,04;1,5
20/11/2015;BARRA 4.2 KG;5,63;57,81;31,42;1,34
20/11/2015;BARRA 4.2 KG;5,58;58,47;31,28;1,07
20/11/2015;3 KG;5,51;58,24;31,84;1,63
20/11/2015;3 KG;5,45;57,39;30,83;0,66
20/11/2015;3 KG;5,47;57,14;31,19;1,32
20/11/2015;3 KG;5,45;57,64;31,45;1,75
23/11/2015;1 KG;5,51;58,87;32,91;1,42
23/11/2015;1 KG;5,65;58,24;32,18;1,66
25/11/2015;500 G;5,49;56,18;29,77;1,22
25/11/2015;500 G;5,52;57,12;30,57;1,27
30/11/2015;3 KG;5,42;57,99;31,76;1,75
30/11/2015;3 KG;5,45;57,55;31,48;1,69
30/11/2015;BARRA 4.2 KG;5,4;58,16;31,21;1,44
30/11/2015;3 KG;5,43;56,9;30,53;2,23
30/11/2015;3 KG;5,43;57,3;31,44;1,64
30/11/2015;3 KG;5,44;57,42;31,79;1,18
30/11/2015;3 KG;5,38;57,68;31,48;1,86
30/11/2015;BARRA 4.2 KG;5,48;57,5;30,55;1,36
02/12/2015;BARRA 3 KG;5,53;57,33;31,72;1,74
02/12/2015;BARRA 3 KG;5,41;58,2;32,2;1,95
02/12/2015;BARRA 3 KG;5,54;57,96;32,3;1,47
02/12/2015;BARRA 3 KG;5,56;57,98;31,23;1,75
02/12/2015;BARRA 3 KG;5,55;59,64;33,4;1,13
04/12/2015;BARRA 4.2 KG;5,41;56,43;29,9;1,67
04/12/2015;BARRA 4.2 KG;5,38;55,51;28,66;1,77
07/12/2015;500 G;5,8;57,07;30,67;1,49
07/12/2015;3 KG;5,45;57,41;30,61;1,7
07/12/2015;3 KG;5,33;57,04;30,33;1,88
07/12/2015;3 KG;5,29;58,61;32,32;1,06
07/12/2015;500 G;5,8;57,49;30,68;1,36
07/12/2015;3 KG;5,34;57,26;31,07;1,72
07/12/2015;3 KG;5,36;57,44;30,87;1,69
08/12/2015;BARRA 3 KG;5,59;58,25;32,1;1,85
08/12/2015;BARRA 3 KG;5,62;58,22;32,16;1,54
08/12/2015;BARRA 3 KG;5,57;57,13;31,17;1,32
08/12/2015;BARRA 3 KG;5,68;57,36;31,14;1,83
08/12/2015;BARRA 3 KG;5,52;59,24;32,18;1,53
08/12/2015;BARRA 3 KG;5,63;58,96;32,38;1,51
