fecha;receta;operador;litros_past;kg_cuba;mg_cuba;mp_cuba;lactosa_cuba;ph_cuajado;ph_inicio_moldeo_cuba;ph_final_moldeo_cuba;formato;ph_inicio_moldeo_queso;ph_inicio_desmoldeo_queso;ph_fin_desmoldeo_queso;tiempo_salado;mg_salida_salmuera;ph_salida_salmuera;EST salida salmuera;peso_queso_total;sal_queso
22/03/2016;receta 17;5.0;8220;8532.78;4.88;3.9;4.18;6.5;6.44;6.37;barra 3 kg;6.38;5.73;5.43;;31.05;5.45;56.71;12215.0;1.35
22/03/2016;receta 21;7.0;8520;8293.58;4.8;3.83;4.13;6.52;6.47;6.38;mini;6.45;5.7;5.4;4:15;30.45;5.32;56.62;7983.0;1.41
22/03/2016;receta 22;7.0;8020;8169.43;4.9;3.79;3.89;6.53;6.45;;mini;6.42;5.8;5.34;4:15;28.73;5.56;54.89;5206.0;1.37
23/03/2016;receta 02;5.0;12530;12786.8;6.36;4.97;4.26;6.53;6.44;6.39;3 kg;6.4;5.6;5.32;17:20;;;;7051.0;
23/03/2016;receta 12;5.0;12530;12923.67;5.08;3.99;4.25;6.51;6.39;6.29;barra 4,2 kg;6.31;5.72;5.5;13:50;31.77;5.32;57.53;10021.0;1.02
23/03/2016;receta 11;5.0;12530;12573.14;4.49;3.54;4.3;6.46;6.37;6.2;3 kg;6.35;5.15;4.98;16:15;31.89;5.29;57.36;25000.0;1.2
23/03/2016;receta 25;5.0;10820;11517.97;4.48;3.53;4.28;6.47;6.3;6.15;barra 4,2 kg;6.3;5.4;5.24;16:30;32.13;5.2;58.58;2786.0;1.36
23/03/2016;receta 07;7.0;10830;10988.78;4.18;3.04;4.07;6.55;6.44;6.37;barra 4,2 kg;6.44;5.62;5.3;17:15;32.27;5.48;58.22;5575.0;1.18
23/03/2016;receta 13;7.0;11530;11658.28;5.13;3.91;4.19;6.51;6.4;;barra 4,2 kg;6.45;5.75;5.43;12:15;;;;11519.0;
23/03/2016;receta 31;7.0;10530;10775.91;5.46;4.42;4.16;6.5;6.44;6.39;barra 4,2 kg;6.52;5.9;5.54;16:45;;;;3876.0;
25/03/2016;receta 10;5.0;12030;12575.13;4.6;3.66;4.31;6.52;6.42;6.38;barra 4,2 kg;6.35;5.72;5.43;16:00;30.73;5.37;57.11;12289.0;1.27
25/03/2016;receta 02;5.0;12530;13002.59;6.41;4.95;4.19;6.51;6.44;6.4;3 kg;6.4;5.9;5.45;16:30;;;;15020.0;
25/03/2016;receta 28;5.0;13230;13011.79;4.83;3.84;3.7;6.57;6.47;6.42;barra 4,2 kg;6.37;5.8;5.51;16:35;31.63;5.48;57.1;1867.0;1.32
25/03/2016;receta 12;5.0;12030;12296.98;5.12;4.04;4.17;6.52;6.42;6.36;barra 4,2 kg;6.35;5.62;5.35;13:30;30.62;5.3;56.21;21684.0;1.02
25/03/2016;receta 29;5.0;11030;11386.76;5.18;4.07;4.21;6.52;6.39;6.33;3 kg;6.31;5.6;5.4;18:00;;;;8382.0;
25/03/2016;receta 07;5.0;12530;12883.23;4.52;3.32;4.48;6.53;6.42;6.35;barra 4,2 kg;6.32;5.64;5.4;16:00;30.95;5.43;56.88;6598.0;1.08
25/03/2016;receta 06;5.0;13030;13442.58;5.55;4.21;4.57;6.48;6.38;6.31;3 kg;6.37;5.75;5.4;16:15;;;;19235.0;
28/03/2016;receta 15;8.0;8520;9098.29;4.92;3.92;4.2;6.56;6.46;6.38;1 kg;6.4;5.74;5.5;8:30;30.16;5.44;55.53;12872.0;1.55
28/03/2016;receta 02;8.0;13030;13281.42;6.3;4.95;4.18;6.57;6.48;6.43;3 kg;6.41;5.85;5.39;15:50;;;;18335.0;
28/03/2016;receta 03;8.0;15030;14912.16;4.57;3.63;4.26;6.56;6.4;6.35;3 kg;6.3;5.21;5.07;17:55;31.53;5.43;57.15;18731.0;1.67
28/03/2016;receta 16;6.0;8720;9000.57;4.57;3.6;4.23;6.56;6.41;6.3;barra 3 kg;6.3;5.54;5.12;18:15;30.92;5.53;57.19;10552.0;1.98
28/03/2016;receta 06;5.0;12530;12664.26;5.21;3.97;4.23;6.54;6.42;6.26;3 kg;6.42;5.17;5.08;4:35;32.72;5.22;59.04;9790.0;0.96
29/03/2016;receta 07;8.0;12030;12288.88;4.65;3.41;4.66;6.57;6.48;6.42;barra 4,2 kg;6.32;5.55;5.32;14:45;31.95;5.48;58.3;6526.0;1.34
29/03/2016;receta 02;8.0;9000;9642.2;6.45;5.0;4.27;6.57;6.49;6.45;3 kg;6.42;5.81;5.52;13:00;30.66;5.38;56.86;5602.0;1.56
29/03/2016;receta 09;8.0;12630;13011.79;2.44;3.33;4.45;6.58;6.48;6.42;3 kg;6.4;5.4;5.19;9:10;20.1;5.39;;1385.0;1.8
29/03/2016;receta 08;6.0;15080;15286.06;2.46;3.42;4.66;6.6;6.5;6.46;barra 4,2 kg;6.28;5.5;5.2;6:10;;;;19305.0;
29/03/2016;receta 35;6.0;11030;11505.43;5.52;4.22;4.3;6.55;6.41;6.35;barra 4,2 kg;6.36;5.68;5.4;12:05;31.58;5.38;57.49;5945.0;1.77
29/03/2016;receta 11;6.0;14860;15455.38;4.45;3.55;4.25;6.56;6.44;6.37;3 kg;6.36;5.3;5.15;13:40;31.01;5.29;56.78;23587.0;1.4
29/03/2016;receta 10;6.0;15160;15816.85;4.69;3.7;4.3;6.57;6.44;6.36;barra 4,2 kg;6.36;5.42;5.18;14:10;31.14;5.42;56.69;8047.0;1.58
29/03/2016;receta 29;6.0;10440;10617.97;5.24;4.04;4.12;6.54;6.43;6.38;3 kg;;5.65;5.31;15:45;32.39;5.42;58.21;5530.0;1.09
29/03/2016;receta 31;6.0;12600;12974.28;6.29;4.81;4.3;6.59;6.46;6.4;barra 4,2 kg;6.44;5.75;5.41;17:50;31.98;5.32;58.54;7557.0;1.29
30/03/2016;receta 18;7.0;9020;8895.03;4.38;3.48;4.14;6.59;6.46;6.37;mini;6.34;5.58;5.3;0:30;29.51;5.52;55.57;6357.0;0.99
30/03/2016;receta 16;7.0;8520;8803.73;4.54;3.6;4.28;6.57;6.38;6.28;barra 3 kg;6.35;5.47;5.18;18:40;31.18;5.52;57.33;10920.0;1.87
30/03/2016;receta 19;7.0;7520;7596.52;2.32;3.25;3.88;6.63;6.49;6.42;mini;6.38;5.51;5.3;3:25;19.96;5.45;50.97;1653.0;1.87
30/03/2016;receta 20;7.0;9320;9054.74;4.3;3.1;4.19;6.59;6.45;6.43;mini;6.34;5.53;5.25;3:20;30.52;5.4;56.9;11118.0;1.12
30/03/2016;receta 21;6.0;9020;9164.24;5.02;3.94;4.24;6.6;;;mini;6.43;5.7;5.24;6:00;;;;6180.0;
30/03/2016;receta 17;6.0;8460;8839.61;5.09;4.0;4.28;6.63;6.46;6.39;barra 3 kg;6.38;5.49;5.1;;31.99;5.48;57.69;11509.0;1.06
30/03/2016;receta 30;6.0;9520;9923.98;4.3;3.43;3.94;6.54;3.39;6.21;mini;6.35;5.12;5.04;5:30;32.44;5.35;58.9;2618.0;1.11
01/04/2016;receta 10;8.0;14030;13892.48;4.57;3.59;4.31;6.59;6.49;6.41;barra 4,2 kg;6.35;5.68;5.28;2:50;30.38;5.51;56.49;16034.0;0.75
01/04/2016;receta 02;8.0;12500;12500.0;6.32;4.91;4.19;6.57;6.52;6.46;3 kg;6.42;5.96;5.6;15:25;30.53;5.14;57.44;15603.0;1.73
01/04/2016;receta 28;8.0;15340;15946.8;4.92;3.84;3.84;6.61;6.5;6.48;barra 4,2 kg;6.38;5.67;5.45;17:40;32.51;5.36;59.02;2261.0;1.36
01/04/2016;receta 12;8.0;14030;15135.96;5.17;4.05;4.31;6.57;6.42;6.25;barra 4,2 kg;5.26;5.43;5.23;16:20;31.83;5.24;58.49;14063.0;1.31
01/04/2016;receta 06;6.0;13430;13311.33;5.16;3.89;4.31;6.57;6.45;6.38;3 kg;6.4;5.57;5.25;20:10;31.44;5.14;57.81;22016.0;1.69
01/04/2016;receta 31;6.0;9030;9368.23;5.53;4.4;4.26;6.53;6.45;6.41;barra 4,2 kg;6.4;5.78;5.3;16:00;;;;3133.0;
01/04/2016;receta 07;6.0;11530;11876.97;4.28;3.27;4.4;6.57;6.45;6.4;barra 4,2 kg;6.35;5.59;5.24;16:30;;;;6938.0;
04/04/2016;receta 16;5.0;8630;8682.5;4.62;3.64;4.32;6.57;6.4;6.36;barra 3 kg;6.41;5.58;5.36;16:35;29.91;5.38;56.7;11872.0;1.58
04/04/2016;receta 26;5.0;9030;9151.42;4.57;3.6;4.27;6.59;6.47;6.32;1 kg;6.32;5.6;5.32;8:45;29.83;5.48;56.48;5016.0;1.63
04/04/2016;receta 15;5.0;9530;10034.36;4.98;3.93;4.24;6.58;6.49;6.4;1 kg;6.38;5.9;5.5;4:20;;;;19987.0;
04/04/2016;receta 02;5.0;12530;12779.32;6.41;5.03;4.23;6.55;6.48;6.42;3 kg;6.46;5.76;5.35;16:30;31.06;5.37;57.59;14614.0;1.9
04/04/2016;receta 03;7.0;13730;13856.69;4.57;3.62;4.35;6.56;6.47;6.35;3 kg;6.46;5.32;5.22;19:05;30.64;5.49;56.0;18320.0;1.64
04/04/2016;receta 06;6.0;12530;12711.95;5.03;3.92;4.24;6.54;6.45;6.39;3 kg;6.48;5.76;5.44;16:30;;;;13067.0;
05/04/2016;receta 02;5.0;10030;10368.86;6.58;5.13;4.29;6.61;6.45;6.4;3 kg;6.35;5.4;5.27;16:05;32.7;5.34;60.84;3965.0;1.05
05/04/2016;receta 08;5.0;14530;14785.57;2.42;3.37;4.6;6.58;6.46;;barra 4,2 kg;6.28;5.3;;6:15;21.19;5.28;53.43;12641.0;0.97
05/04/2016;receta 14;5.0;15730;16416.01;7.03;5.47;4.62;6.62;;;barra 4,2 kg;6.38;5.7;5.27;14:30;32.29;5.32;59.8;3166.0;0.97
05/04/2016;receta 09;5.0;14530;14508.35;2.4;3.33;4.53;6.57;6.46;;3 kg;6.45;5.54;5.35;9:35;20.98;5.22;52.04;1633.0;1.49
05/04/2016;receta 29;5.0;12030;12401.51;5.15;4.11;4.34;6.53;6.5;;3 kg;6.4;5.94;5.68;16:10;29.97;5.37;55.72;7824.0;1.59
05/04/2016;receta 11;5.0;12530;12956.86;4.59;3.72;4.45;6.57;6.42;6.33;3 kg;6.39;5.31;5.17;15:25;31.42;5.32;58.64;25399.0;0.9
05/04/2016;receta 12;7.0;13890;14210.57;5.03;4.02;4.24;6.55;6.43;6.35;barra 4,2 kg;6.33;5.46;5.29;13:30;31.85;5.47;57.89;13236.0;0.93
05/04/2016;receta 35;7.0;12030;12550.37;4.85;3.89;4.15;6.55;6.44;6.37;barra 4,2 kg;6.39;5.85;5.52;14:10;30.0;5.94;55.65;3822.0;2.07
05/04/2016;receta 13;5.0;11730;12233.61;5.05;3.86;4.16;6.56;6.46;6.4;barra 4,2 kg;6.38;5.78;5.66;14:25;30.63;5.4;56.48;5785.0;1.9
05/04/2016;receta 25;5.0;12940;13089.47;4.15;3.37;4.11;6.56;6.48;6.43;barra 4,2 kg;6.44;5.45;5.24;14:05;30.31;5.29;56.02;5320.0;1.4
07/04/2016;receta 18;5.0;9030;9599.36;4.47;3.6;4.23;6.52;6.4;6.32;mini;6.22;5.48;5.27;0:30;30.16;5.5;56.91;5291.0;0.77
07/04/2016;receta 16;5.0;9030;9366.42;4.7;3.79;4.42;6.51;6.39;6.29;barra 3 kg;6.31;6.6;5.4;18:15;30.92;5.41;57.61;4648.0;0.89
07/04/2016;receta 19;5.0;10020;9412.08;2.46;3.4;4.45;6.59;6.45;6.35;mini;6.38;5.39;5.15;3:32;19.12;5.29;49.88;3396.0;1.79
07/04/2016;receta 20;5.0;8520;9051.53;4.37;3.37;4.36;6.57;6.39;6.28;mini;6.34;5.4;5.14;4:05;30.07;5.34;57.43;11193.0;1.36
07/04/2016;receta 17;5.0;8520;8661.43;4.8;3.84;3.96;6.54;6.45;6.41;barra 3 kg;6.39;5.8;5.6;16:20;0.0;0.0;0.0;15869.0;0.0
07/04/2016;receta 21;7.0;9220;9164.77;5.01;3.97;4.19;6.54;6.44;6.33;mini;6.31;5.85;5.52;5:00;;;;9123.0;
08/04/2016;receta 14;5.0;10850;10994.12;6.08;4.8;3.97;6.55;6.47;6.42;barra 4,2 kg;6.4;5.85;5.6;10:40;31.0;5.38;57.45;1951.0;1.56
08/04/2016;receta 10;5.0;14530;15172.42;4.9;3.69;4.46;6.54;6.45;6.38;barra 4,2 kg;6.36;5.46;5.15;3:05;31.38;5.46;56.62;17384.0;1.0
08/04/2016;receta 02;5.0;12030;12223.74;6.86;5.44;4.55;6.56;6.48;;3 kg;6.48;5.9;5.69;15:25;31.77;5.22;59.07;14314.0;1.42
08/04/2016;receta 08;5.0;15030;15344.82;2.51;3.42;4.49;6.58;6.48;6.4;barra 4,2 kg;6.3;5.2;5.15;5:20;21.05;5.45;52.89;3321.0;1.15
08/04/2016;receta 23;5.0;11530;11746.15;5.65;4.6;4.4;6.54;;;3 kg;6.48;5.85;5.5;16:55;;;;4248.0;
08/04/2016;receta 29;5.0;11030;11149.76;5.14;4.06;4.05;6.53;6.4;6.32;3 kg;6.39;5.7;5.51;14:10;30.99;5.3;56.97;5587.0;1.43
08/04/2016;receta 28;5.0;15830;16452.76;4.85;3.85;3.97;6.6;6.48;6.41;barra 4,2 kg;6.42;5.65;5.29;15:55;31.01;5.31;56.63;2346.0;1.9
08/04/2016;receta 12;5.0;13030;13234.95;5.25;4.13;4.12;6.53;6.25;6.14;barra 4,2 kg;6.08;5.42;5.16;13:35;31.83;5.23;58.23;14200.0;1.33
08/04/2016;receta 06;5.0;12030;12427.07;5.27;4.0;4.43;6.57;6.44;6.37;3 kg;6.39;5.79;5.5;16:25;30.73;5.38;57.23;22286.0;2.61
08/04/2016;receta 31;7.0;10530;10693.51;5.72;4.62;4.42;6.53;6.46;6.42;barra 4,2 kg;6.42;6.06;5.72;15:40;;;;3585.0;
11/04/2016;receta 02;5.0;13030;13574.13;6.46;5.07;4.25;6.6;6.47;6.44;3 kg;6.48;5.78;5.5;;31.73;5.28;58.22;13308.0;1.38
11/04/2016;receta 15;5.0;8030;9518.01;5.16;4.09;4.41;6.58;6.5;6.44;1 kg;6.32;5.73;5.4;8:30;28.92;5.54;54.09;23044.0;1.69
11/04/2016;receta 03;5.0;13810;14314.45;4.66;3.67;4.37;6.56;6.46;6.36;3 kg;6.31;5.44;5.15;17:30;31.24;5.47;57.55;17534.0;1.58
11/04/2016;receta 06;8.0;13530;13644.63;5.22;3.98;4.39;6.54;6.44;6.38;3 kg;6.44;5.54;5.25;16:05;32.08;5.24;58.51;18006.0;1.17
11/04/2016;receta 33;7.0;8530;8696.55;6.14;4.83;4.01;6.54;6.48;6.4;mini;6.49;6.26;6.16;6:50;;;;4904.0;
12/04/2016;receta 08;5.0;14530;14863.52;2.47;3.39;4.53;6.59;6.49;6.4;barra 4,2 kg;6.36;5.31;5.1;5:00;;;;16420.0;
12/04/2016;receta 02;5.0;12530;12932.54;6.27;4.99;4.09;6.56;6.46;6.41;3 kg;6.44;5.48;5.2;14:00;32.26;5.41;58.8;4751.0;1.29
12/04/2016;receta 09;5.0;14530;14665.92;2.55;3.49;4.73;6.58;6.48;;3 kg;6.38;5.3;5.19;6:55;20.27;5.43;52.48;1465.0;1.74
12/04/2016;receta 11;5.0;12530;13336.36;4.71;3.6;4.35;6.55;6.41;;3 kg;6.36;5.36;5.2;17:00;32.35;5.53;58.26;10340.0;1.26
12/04/2016;receta 10;5.0;14140;14715.06;4.43;3.46;4.07;6.53;6.43;;barra 4,2 kg;6.34;5.5;5.22;13:30;31.6;5.49;57.02;8234.0;1.3
12/04/2016;receta 35;8.0;12130;12051.28;5.23;4.06;4.43;6.55;6.45;;barra 4,2 kg;6.35;5.69;5.44;14:45;30.97;5.45;57.78;3854.0;1.4
12/04/2016;receta 25;8.0;12010;12067.31;4.73;3.6;4.36;6.56;6.43;6.35;barra 4,2 kg;6.2;5.25;5.15;13:00;;;;3419.0;
12/04/2016;receta 29;8.0;12530;13355.23;5.22;4.08;4.46;6.53;6.35;6.2;3 kg;6.3;5.4;5.2;17:40;31.76;5.43;58.17;13499.0;1.33
12/04/2016;receta 12;8.0;12530;12361.62;4.73;3.71;4.06;6.51;6.35;;barra 4,2 kg;6.2;5.4;5.18;17:00;30.32;5.54;56.43;11902.0;1.63
13/04/2016;receta 18;5.0;9530;9824.49;4.64;3.67;4.39;6.54;6.44;6.33;mini;6.25;5.46;5.18;0:30;30.88;5.54;57.59;5430.0;0.76
13/04/2016;receta 16;5.0;8530;8857.52;4.81;3.8;4.54;6.54;6.44;6.37;barra 3 kg;6.3;5.65;5.5;18:00;31.56;5.42;58.15;14045.0;1.66
13/04/2016;receta 19;5.0;11020;10811.0;2.42;3.27;4.36;6.59;6.49;6.42;;6.35;5.58;5.22;3:55;20.22;5.56;50.01;3916.0;1.73
13/04/2016;receta 20;5.0;9530;9649.77;4.45;3.04;4.16;6.54;6.46;6.39;mini;6.33;5.83;5.32;5:40;31.69;5.6;56.95;13489.0;1.4
13/04/2016;receta 36;8.0;9020;9227.15;5.07;3.91;4.19;6.55;6.48;6.39;mini;6.42;5.88;5.65;3:30;29.43;5.74;55.37;832.0;1.61
13/04/2016;receta 17;8.0;8520;8703.01;5.29;4.13;4.41;6.55;6.4;6.28;barra 3 kg;6.3;5.74;5.28;16:20;31.67;5.38;57.93;8693.0;1.2
13/04/2016;receta 21;8.0;8520;9971.33;4.68;3.68;3.94;6.58;6.44;6.25;mini;6.22;5.46;5.3;6:00;32.1;5.54;58.92;3816.0;1.28
14/04/2016;receta 17;5.0;8530;9082.96;4.97;3.92;4.19;6.56;6.47;6.39;barra 3 kg;6.4;5.7;5.43;15:20;31.12;5.46;56.0;10933.0;2.13
14/04/2016;receta 02;5.0;13030;13282.49;6.47;5.04;4.17;6.55;6.48;6.44;3 kg;6.45;5.82;5.5;18:00;32.2;5.25;58.21;12912.0;1.46
14/04/2016;receta 11;5.0;13030;13330.2;4.47;3.55;4.38;;6.41;6.3;3 kg;6.25;5.23;5.09;18:15;32.09;5.37;57.21;16632.0;1.76
14/04/2016;receta 21;8.0;8020;8286.81;5.03;3.98;4.24;6.51;6.45;;mini;6.36;5.65;5.32;4:10;30.93;5.62;56.97;5107.0;1.18
14/04/2016;receta 06;8.0;12330;12035.26;4.8;3.61;4.04;6.53;6.42;;3 kg;6.34;5.52;5.23;15:50;30.17;5.31;56.07;14445.0;1.65
14/04/2016;receta 22;8.0;8720;9031.76;5.26;3.95;4.4;6.51;6.38;;mini;6.32;5.58;5.32;3:10;;;;6856.0;
14/04/2016;receta 30;8.0;9320;9306.32;4.36;3.47;4.28;6.53;6.42;6.33;mini;6.2;5.35;5.14;3:15;31.29;5.37;57.61;3807.0;1.27
15/04/2016;receta 10;5.0;13530;14100.32;4.67;3.64;4.39;6.57;6.43;6.3;barra 4,2 kg;6.3;5.22;5.1;2:40;31.29;5.29;58.09;13145.0;0.56
15/04/2016;receta 08;5.0;14530;15121.29;2.54;3.44;4.67;6.59;6.47;6.33;barra 4,2 kg;6.34;5.28;5.08;4:45;20.96;5.36;52.73;14511.0;0.95
15/04/2016;receta 02;5.0;10530;10660.41;6.09;4.78;4.04;6.6;6.46;6.41;3 kg;6.39;5.41;5.23;15:00;31.66;5.2;59.23;5774.0;1.34
15/04/2016;receta 23;5.0;10310;10452.03;5.78;4.41;4.19;6.54;6.42;6.38;3 kg;6.34;5.35;5.23;14:10;31.94;5.23;59.08;3816.0;1.06
15/04/2016;receta 06;6.0;12530;12706.32;5.22;3.95;4.37;6.51;6.48;6.39;3 kg;6.35;5.47;5.22;14:50;30.69;5.16;58.3;16756.0;1.29
15/04/2016;receta 35;6.0;12030;12431.59;5.28;4.1;3.83;6.56;6.45;6.39;barra 4,2 kg;6.37;5.58;5.36;13:55;30.69;5.32;57.75;3843.0;1.33
15/04/2016;receta 28;6.0;14050;14584.98;4.64;3.95;4.05;6.56;6.47;6.4;barra 4,2 kg;6.36;5.62;5.39;12:55;31.31;5.43;58.68;2155.0;1.17
15/04/2016;receta 12;6.0;11530;12226.54;5.08;4.04;3.79;6.5;6.38;6.18;barra 4,2 kg;6.14;5.4;5.22;14:55;30.69;5.34;57.95;9486.0;1.22
18/04/2016;receta 26;6.0;10020;10132.06;4.58;3.58;4.25;6.58;6.4;6.31;1 kg;6.32;5.5;5.33;8:45;31.77;5.51;58.05;4202.0;1.13
18/04/2016;receta 02;6.0;11830;12116.43;6.18;4.77;4.03;6.52;6.48;6.42;3 kg;6.42;5.69;5.39;15:45;30.98;5.4;57.65;11673.0;1.46
18/04/2016;receta 15;6.0;8520;8819.65;4.92;3.89;4.15;6.54;6.36;6.29;1 kg;6.2;5.32;5.18;8:15;31.86;5.62;58.02;17813.0;1.2
18/04/2016;receta 03;6.0;13530;14061.27;4.61;3.61;4.27;6.6;6.43;;3 kg;6.3;5.28;5.14;7:55;30.98;5.42;57.17;17522.0;1.9
18/04/2016;receta 06;8.0;13030;13006.87;5.26;3.95;4.29;6.55;;;3 kg;6.35;5.57;5.2;16:45;30.14;5.26;56.31;19468.0;1.24
18/04/2016;receta 33;8.0;11020;11285.32;6.31;5.01;4.3;6.54;6.43;6.3;mini;6.38;5.67;5.22;6:40;30.43;5.53;56.97;4140.0;1.67
19/04/2016;receta 08;6.0;12030;11912.85;2.48;3.45;4.04;6.57;6.49;6.41;barra 4,2 kg;6.37;5.72;5.41;4:40;20.37;5.58;50.37;2718.0;1.46
19/04/2016;receta 14;6.0;11940;12114.63;6.12;4.91;4.15;6.54;6.44;6.39;barra 4,2 kg;6.42;6.1;5.69;11:05;31.37;5.46;58.34;2244.0;0.96
19/04/2016;receta 10;6.0;12730;13011.79;4.66;3.7;4.28;6.56;6.42;6.38;barra 4,2 kg;6.33;5.62;5.47;13:50;31.48;5.51;58.07;10803.0;1.04
19/04/2016;receta 09;6.0;12780;12877.99;2.4;3.33;3.9;6.62;6.47;;3 kg;6.34;5.36;5.27;6:40;20.17;5.44;52.14;1354.0;1.16
19/04/2016;receta 02;6.0;11330;11544.92;6.23;4.96;4.21;6.55;6.48;6.4;3 kg;6.41;5.56;5.41;14:15;;;;4461.0;
19/04/2016;receta 12;6.0;12530;13327.72;5.28;4.02;4.21;6.53;6.4;6.28;barra 4,2 kg;6.24;5.28;5.11;14:15;31.45;5.41;57.37;3915.0;1.23
19/04/2016;receta 29;6.0;13030;12887.75;5.22;3.98;4.19;6.53;6.43;6.35;3 kg;6.28;5.47;5.26;14:35;;;;12407.0;
19/04/2016;receta 07;6.0;10730;11054.87;4.07;3.12;4.24;6.56;6.45;6.37;barra 4,2 kg;6.3;5.35;5.1;17:30;;;;5483.0;
19/04/2016;receta 13;6.0;11530;11675.45;5.14;3.9;4.24;6.53;6.45;6.4;barra 4,2 kg;6.4;5.75;5.63;13:00;30.87;5.41;56.39;13115.0;1.4
19/04/2016;receta 25;7.0;10030;10437.18;4.46;3.54;4.18;6.56;6.4;6.32;barra 4,2 kg;6.06;5.0;4.96;;;;;4070.0;
20/04/2016;receta 18;6.0;9220;9016.81;4.69;3.71;4.41;6.55;6.44;6.36;mini;6.32;5.6;5.28;0:30;30.85;5.45;57.17;5205.0;0.73
20/04/2016;receta 16;6.0;9220;8966.62;4.63;3.66;4.36;6.52;6.43;6.3;barra 3 kg;6.35;5.6;5.25;17:00;30.63;5.42;57.27;12607.0;1.59
20/04/2016;receta 19;6.0;11020;10860.14;2.41;3.36;4.19;6.59;6.48;6.4;mini;6.35;5.58;5.26;3:20;20.36;5.57;50.86;3587.0;1.61
20/04/2016;receta 20;6.0;9520;9478.85;3.96;3.05;4.13;6.6;6.47;6.38;mini;6.34;5.32;5.11;3:15;30.48;5.49;57.39;10285.0;1.07
20/04/2016;receta 17;7.0;8020;8288.34;5.02;3.97;4.14;6.57;6.44;;barra 3 kg;6.31;5.36;5.12;16:00;30.93;5.51;57.26;8951.0;1.51
20/04/2016;receta 21;5.0;8090;8556.91;5.28;4.17;4.35;6.57;;;mini;6.36;5.44;5.22;3:30;;;;3520.0;
20/04/2016;receta 30;5.0;10100;10245.88;4.43;3.53;4.11;6.56;6.46;6.42;mini;6.2;5.29;5.08;3:30;29.84;5.45;55.76;4208.0;1.52
21/04/2016;receta 02;6.0;10830;11011.31;5.67;4.45;4.12;6.55;6.5;6.43;3 kg;6.43;;;16:40;30.11;5.19;56.33;10252.0;1.65
21/04/2016;receta 15;6.0;8820;8947.93;5.15;4.03;4.3;6.52;6.48;6.36;1 kg;6.32;5.6;5.37;7:00;30.77;5.49;57.27;25679.0;1.16
21/04/2016;receta 11;6.0;8520;8890.99;5.33;4.18;4.46;6.53;6.39;6.3;3 kg;6.37;5.27;5.01;15:30;31.14;5.19;57.34;26722.0;1.23
21/04/2016;receta 06;6.0;13530;13400.53;5.12;3.89;4.22;6.51;6.47;6.42;3 kg;6.39;5.57;5.24;15:15;;;;13542.0;
22/04/2016;receta 07;6.0;12030;12110.82;4.26;3.03;4.09;6.58;6.46;6.38;barra 4,2 kg;6.35;5.5;5.27;15:25;32.38;5.34;58.05;7540.0;1.17
22/04/2016;receta 10;6.0;13230;13637.5;4.7;3.69;4.32;6.54;6.44;;barra 4,2 kg;6.33;5.54;5.3;2:45;30.92;5.34;57.01;21401.0;0.57
22/04/2016;receta 02;6.0;10030;10204.18;6.03;4.77;3.91;6.58;6.5;6.45;3 kg;6.44;5.62;5.31;13:55;31.83;5.28;57.77;3840.0;1.35
22/04/2016;receta 06;6.0;12530;12694.02;5.18;4.0;4.07;6.53;6.45;6.4;3 kg;6.4;5.71;5.39;14:00;;;;17980.0;
22/04/2016;receta 28;6.0;13910;14382.29;4.97;3.93;3.86;6.6;6.48;;barra 4,2 kg;6.4;5.69;5.33;10:20;30.34;5.46;55.13;2228.0;1.59
22/04/2016;receta 12;6.0;11530;11906.63;5.07;3.99;4.29;6.53;6.38;6.27;barra 4,2 kg;6.21;5.44;5.28;14:15;32.68;5.47;58.78;10571.0;0.7
22/04/2016;receta 31;5.0;11530;12507.85;5.76;4.52;4.33;6.55;6.48;6.42;barra 4,2 kg;6.42;5.88;5.49;15:20;30.38;5.51;56.23;4488.0;1.71
25/04/2016;receta 02;7.0;12530;12837.56;5.75;4.94;4.11;6.55;6.49;6.43;3 kg;6.42;5.8;5.54;14:25;32.24;5.22;58.43;15240.0;1.31
25/04/2016;receta 26;7.0;9000;9000.0;4.52;3.6;4.29;6.55;6.4;6.34;1 kg;6.28;5.55;5.26;7:50;30.89;5.56;56.86;5077.0;1.72
25/04/2016;receta 15;7.0;8520;8825.38;4.98;3.97;4.21;6.55;;;1 kg;6.18;5.5;5.27;7:25;29.9;5.53;55.93;18161.0;1.42
25/04/2016;receta 03;7.0;15030;15286.59;4.59;3.65;4.35;6.57;6.4;;3 kg;6.3;5.23;5.08;18:10;30.5;5.34;57.27;14004.0;1.59
25/04/2016;receta 06;7.0;13030;12879.74;5.21;3.92;4.28;6.56;6.46;6.4;3 kg;6.39;5.54;5.3;15:55;30.87;5.25;56.32;16816.0;1.68
26/04/2016;receta 14;7.0;11530;12298.46;6.38;5.1;4.26;6.53;6.49;6.44;barra 4,2 kg;6.41;6.19;5.84;15:00;30.31;5.12;56.69;6709.0;1.97
26/04/2016;receta 08;7.0;15030;14915.36;2.5;3.31;4.48;6.56;6.46;6.4;barra 4,2 kg;6.36;5.5;5.37;5:15;20.77;5.38;50.92;14523.0;1.65
26/04/2016;receta 29;7.0;12030;12407.23;5.06;4.0;4.18;6.54;6.38;6.29;3 kg;6.26;5.56;5.27;15:30;31.26;5.32;57.52;11441.0;1.14
