Fecha;Num_Cuba;Lote;FORMATO;PH;ES;MG;SAL
16/02/2015;11;15815;Barra 3 kg;5,44;56,89;31,07;1,24
02/10/2015;5;38615;Barra 4,2 kg;5,37;57,39;30,99;1,63
25/05/2015;17;25615;3 KG;5,55;57,66;31,61;1,4
31/07/2015;31;32315;Barra 4,2 kg;5,47;57,21;32,76;1,77
28/09/2015;27;38215;3 KG;5,47;57,05;31,8;1,16
08/06/2016;1;27116;500 g;5,52;57,5;31,43;0,95
25/04/2016;17;22716;3 KG;5,36;58,4;31,58;1,21
29/04/2015;3;23015;500 g;5,37;NA;NA;NA
18/12/2015;5;46315;Barra 4,2 kg;5,31;57,04;30,98;1,2
18/05/2016;16;25016;Barra 3 kg;5,47;57,26;32,33;1,1
12/05/2016;12;24416;Barra 3 kg;5,48;55,32;29,73;1,77
28/09/2015;20;38215;Barra 4,2 kg;5,41;59,61;33,23;0,99
06/07/2015;17;29815;3 KG;5,43;58,48;32,13;1,03
03/03/2015;32;17315;Barra 4,2 kg;5,55;57,22;30,66;0,88
27/05/2016;6;25916;Barra 4,2 kg;5,41;57,09;30,78;1,26
26/10/2015;13;41015;3 KG;5,36;58,43;32,74;1,31
10/02/2016;17;15216;3 KG;5,5;57,38;31,24;1,36
25/04/2016;15;22716;3 KG;5,38;58,21;31,33;1,26
30/06/2015;9;29215;Barra 4,2 kg;5,41;58,1;32,18;1,28
25/02/2015;15;16715;Barra 3 kg;5,48;57,37;30,63;1,03
05/02/2015;18;14715;Barra 3 kg;5,5;57,15;31,69;1,83
18/04/2016;4;22016;1 kg;5,6;57,78;31,71;1,13
28/09/2015;11;38215;Barra 4,2 kg;5,41;58,89;33,31;1,12
16/05/2016;28;24816;Barra 3 kg;5,48;57,72;32,14;1,56
23/02/2015;4;16515;Barra 3 kg;5,49;57,65;31,6;1,06
13/03/2015;32;18315;Barra 4,2 kg;5,49;57,93;30,63;1,22
16/02/2015;15;15815;Barra 3 kg;5,39;58,14;32,06;1,2
25/03/2015;1;19515;500 g;5,64;57,2;30,46;0,76
12/02/2015;9;15415;Barra 3 kg;5,46;58,51;31,96;1,23
24/02/2016;28;16616;Barra 3 kg;5,5;58,69;32,8;1,22
04/01/2016;4;11516;1 kg;5,51;57,3;31,9;1,69
11/08/2015;2;33415;Barra 3 kg;5,53;57,67;31,41;1,2
16/02/2015;3;15815;Barra 3 kg;5,56;57,12;31,27;1,23
30/09/2015;16;38415;Barra 3 kg;5,44;57,23;31,16;1,41
09/05/2016;47;24116;Barra 3 kg;5,48;56,36;31;1,73
11/12/2015;3;45615;Barra 4,2 kg;5,25;57,11;31,55;2,26
25/02/2015;9;16715;Barra 3 kg;5,41;58,03;31,65;1,39
30/10/2015;5;41415;Barra 4,2 kg;5,5;57,57;31,52;1,49
14/09/2015;27;36815;3 KG;5,4;57,05;30,67;1,21
02/03/2016;16;17316;Barra 3 kg;5,45;57,19;30,77;1,2
18/01/2016;7;12916;1 kg;5,49;57,93;30,06;1,32
12/05/2016;30;24416;3 KG;5,46;57,38;30,65;1,56
12/05/2016;31;24416;3 KG;5,42;57,52;31,38;1,31
19/02/2016;4;16116;Barra 4,2 kg;5,44;58,47;32,53;1,32
04/01/2016;30;11516;3 KG;5,44;56,58;31,37;1,66
29/07/2015;2;32115;Barra 3 kg;5,53;57,42;30,71;1,33
19/10/2015;1;40315;1 kg;5,4;57,86;30,76;1,18
07/10/2015;34;39115;Barra 3 kg;5,59;55,68;30,47;1,68
12/03/2015;31;18215;Barra 3 kg;5,63;57,54;30,2;1,21
15/03/2016;20;18616;Barra 4,2 kg;5,37;57,82;30,84;1,17
10/03/2016;23;18116;Barra 3 kg;5,57;56,61;30,46;1,47
17/09/2015;1;37115;Barra 4,2 kg;5,39;57,6;31,22;1,34
09/11/2015;4;42415;1 kg;5,73;56,72;30,77;1,57
10/06/2016;9;27316;Barra 4,2 kg;5,35;58,4;32,66;1,03
02/02/2015;5;14415;3 KG;5,44;57,74;32,45;1,34
30/05/2016;36;26216;3 KG;5,51;57,31;31,55;1,34
06/05/2015;18;23715;3 KG;5,43;55,92;30,57;1,7
07/04/2015;14;20815;Barra 3 kg;5,45;57,03;31,12;1,24
09/03/2015;8;17915;Barra 3 kg;5,51;58,27;31,64;1,17
07/03/2016;34;17816;3 KG;5,47;58,2;31,25;1,63
04/08/2015;19;32715;Barra 4,2 kg;5,54;57,01;31,19;1,17
12/03/2015;30;18215;Barra 3 kg;5,58;57,37;30,99;1,2
21/05/2015;20;25215;Barra 3 kg;5,46;58,73;32,59;1,48
17/03/2016;30;18816;3 KG;5,34;57,63;30,97;1,16
20/04/2015;34;22115;3 KG;5,42;57,32;33,1;1,34
15/06/2016;3;27816;1 kg;5,5;57,11;30,57;1,25
01/02/2016;6;14316;1 kg;5,51;57,9;32,09;1,43
16/05/2016;30;24816;3 KG;5,49;57,4;31,92;1,14
21/09/2015;21;37515;3 KG;5,58;58,79;33,8;1,26
01/06/2016;21;26416;Barra 3 kg;5,5;56,83;30,64;1,65
25/02/2015;22;16715;Barra 3 kg;5,5;57,02;30,9;0,93
29/12/2015;31;47415;Barra 3 kg;5,67;58,25;32,01;1,22
28/10/2015;1;41215;Barra 3 kg;5,45;57,93;32,71;1,71
04/02/2015;6;14615;500 g;5,42;56,8;30,48;0,64
23/04/2015;7;22415;Barra 3 kg;5,46;57,73;31,92;1,57
19/06/2015;26;28115;3 KG;5,57;57,33;31,26;1,6
04/04/2016;10;20616;Barra 3 kg;5,43;57,59;31,7;1,92
07/12/2015;19;45215;3 KG;5,45;57,41;30,61;1,7
13/07/2015;15;30515;3 KG;5,39;57,27;31,26;1,54
30/03/2016;5;20116;Barra 3 kg;5,48;56,82;30,99;1,94
15/06/2016;22;27816;Barra 3 kg;5,41;57,13;31,7;1,25
17/03/2016;17;18816;Barra 3 kg;5,36;58,56;31,52;1,53
20/04/2015;43;22115;500 g;5,42;57,73;33,4;1,23
16/03/2015;26;18615;Barra 3 kg;5,48;56,83;31,16;1,92
29/06/2015;8;29115;3 KG;5,61;57,86;31,73;1,74
16/02/2016;28;15816;Barra 4,2 kg;5,39;58,01;31,71;1,31
06/05/2015;11;23715;500 g;5,38;58,7;31,5;1,02
28/10/2015;7;41215;Barra 3 kg;5,51;57,38;31,81;1,42
07/04/2015;1;20815;Barra 3 kg;5,42;56,68;30,99;1,6
07/10/2015;18;39115;Barra 3 kg;5,41;57,21;31,1;1,32
23/05/2016;16;25516;3 KG;5,33;57,58;31,23;1,15
09/12/2015;1;45415;1 kg;5,5;54,91;29,32;2,16
17/02/2015;6;15915;Barra 4,2 kg;5,42;57,25;30,7;0,94
16/11/2015;30;43115;3 KG;5,5;57,65;31,9;1,38
10/09/2015;12;36415;Barra 3 kg;5,46;57,58;31,71;1,16
08/06/2016;6;27116;Barra 3 kg;5,35;58,31;32,73;1,5
20/05/2016;26;25216;3 KG;5,35;58,97;33,27;1,23
23/04/2015;18;22415;Barra 3 kg;5,57;57,31;31,66;1,79
04/05/2016;1;23616;Barra 3 kg;5,38;58,01;31,45;1,84
20/04/2016;9;22216;Barra 3 kg;5,42;57,33;31,41;1,87
29/04/2015;9;23015;Barra 3 kg;5,45;57,81;31,93;1,05
13/02/2015;10;15515;Barra 4,2 kg;5,45;57,16;31,39;1,32
17/03/2016;35;18816;Barra 3 kg;5,37;57,38;30,59;1,43
15/06/2016;2;27816;Barra 3 kg;5,35;57,25;32,06;1,64
30/09/2015;32;38415;Barra 3 kg;5,46;56,56;31,98;1,46
20/07/2015;1;31215;Barra 3 kg;5,6;58,24;32,45;1,21
11/09/2015;3;36515;Barra 4,2 kg;5,35;58,54;31,94;1,37
03/02/2015;11;14515;Barra 4,2 kg;5,41;57,92;32,73;1,14
02/05/2016;24;23416;Barra 3 kg;5,46;57,41;31,47;1,81
08/12/2015;9;45315;Barra 3 kg;5,62;58,22;32,16;1,54
14/10/2015;3;39815;500 g;5,65;56,91;31,36;1,43
14/12/2015;16;45915;3 KG;5,28;56,59;30,6;1,82
12/03/2015;23;18215;Barra 3 kg;5,52;57,02;30,62;1,21
24/03/2015;3;19415;Barra 4,2 kg;5;56,68;30,09;0,85
21/10/2015;1;40515;Barra 3 kg;5,54;58,25;32,13;1,55
12/11/2015;12;42715;Barra 3 kg;5,49;57,7;31,7;1,54
30/11/2015;19;44515;3 KG;5,43;56,9;30,53;2,23
29/02/2016;36;17116;3 KG;5,5;58,36;31,72;1,09
29/07/2015;11;32115;500 g;5,63;57,89;30,91;0,89
05/11/2015;14;42015;Barra 3 kg;5,47;56,75;31,58;1,6
23/05/2016;11;25516;3 KG;5,51;57,17;31,18;1,44
06/10/2015;18;39015;Barra 4,2 kg;5,53;57,31;30,77;1,52
13/07/2015;6;30515;3 KG;5,43;57,3;31,88;1,55
15/06/2015;37;27715;3 KG;5,55;58,78;32,04;1,11
20/04/2015;42;22115;3 KG;5,38;57,45;33,02;1,6
14/05/2015;6;24515;Barra 3 kg;5,4;57,76;31,6;1,37
20/04/2015;30;22115;3 KG;5,39;58,02;33,18;1,11
17/03/2015;26;18715;3 KG;5,42;57,22;31,12;1,51
15/06/2015;32;27715;3 KG;5,43;57,27;31,72;1,88
10/08/2015;9;33315;3 KG;5,32;57,25;31,67;1,35
06/07/2015;5;29815;3 KG;5,53;58,52;32,13;1,22
28/01/2016;26;13916;Barra 3 kg;5,45;56,77;31,17;1,7
21/08/2015;18;34415;Barra 4,2 kg;5,31;56,71;31,45;1,35
10/03/2016;11;18116;3 KG;5,58;57,81;31,45;1,31
07/04/2015;8;20815;Barra 3 kg;5,49;57,61;31,54;1,27
08/06/2016;21;27116;Barra 3 kg;5,36;57,25;32,43;1,79
04/02/2015;1;14615;Barra 3 kg;5,42;57,4;31,35;1,47
29/04/2015;4;23015;Barra 3 kg;5,39;57,47;30,77;1,28
25/01/2016;15;13616;Barra 3 kg;5,54;58,23;32,08;1,37
11/03/2015;22;18115;3 KG;5,39;58,15;31,23;1,31
02/06/2015;19;26415;Barra 3 kg;5,49;57,48;31,62;1,29
19/04/2016;9;22116;Barra 4,2 kg;5,32;58,07;30,56;1,57
03/02/2016;26;14516;Barra 3 kg;5,42;58,98;33,47;1,46
31/08/2015;15;35415;3 KG;5,55;56,35;30,93;1,55
02/02/2015;8;14415;3 KG;5,49;57,81;32,71;1,25
25/04/2016;13;22716;3 KG;5,34;57,27;30,5;1,59
12/06/2015;13;27415;Barra 4,2 kg;5,6;57,08;31,67;1,25
03/08/2015;1;32615;Barra 3 kg;5,58;57,97;32,43;1,25
28/09/2015;14;38215;3 KG;5,46;58,69;32,85;1,28
30/03/2015;10;20015;Barra 3 kg;5,47;57,49;31,77;1,37
09/05/2016;14;24116;3 KG;5,35;56,66;30,67;1,74
16/09/2015;7;37015;Barra 3 kg;5,58;57,64;31,29;1,21
29/02/2016;2;17116;Barra 3 kg;5,45;57,62;31,59;1,75
14/09/2015;8;36815;3 KG;5,46;56,8;31,03;1,22
16/04/2015;22;21715;Barra 3 kg;5,39;56,67;31,25;1,14
16/02/2015;28;15815;3 KG;5,39;56,45;30,38;1,5
07/09/2015;5;36115;3 KG;5,44;57,71;32,34;1,35
21/09/2015;11;37515;3 KG;5,46;58,79;32,98;1,1
08/07/2015;7;30015;Barra 3 kg;5,59;58,53;32,46;1,11
05/11/2015;23;42015;Barra 3 kg;5,4;58,59;32,13;1,34
06/07/2015;2;29815;3 KG;5,41;58,05;31,9;1,27
15/01/2016;14;12616;Barra 4,2 kg;5,39;57,39;31,28;1,06
28/03/2016;28;19916;3 KG;5,43;58,05;31,91;1,33
02/03/2016;28;17316;Barra 3 kg;5,43;58,25;32,19;1,76
29/07/2015;22;32115;Barra 3 kg;5,49;58,72;31,42;1,1
16/09/2015;15;37015;Barra 3 kg;5,62;57,07;30,76;1,43
11/04/2016;14;21316;3 KG;5,5;57,99;31,15;1,29
09/10/2015;4;39315;500 g;5,56;58,56;31,44;0,84
17/03/2015;4;18715;Barra 4,2 kg;5,46;57,55;30,68;0,63
21/07/2015;13;31315;Barra 4,2 kg;5,56;58,07;31,97;0,94
25/03/2015;12;19515;Barra 3 kg;5,56;56,28;29,85;1,43
11/12/2015;6;45615;Barra 4,2 kg;5,46;56,95;30,71;1,63
11/08/2015;8;33415;Barra 3 kg;5,5;56,9;31,04;1,29
10/04/2015;3;21115;Barra 4,2 kg;5,4;59,02;32,48;1,34
22/07/2015;13;31415;Barra 3 kg;5,51;58,11;32,01;1,18
03/08/2015;4;32615;Barra 3 kg;5,49;58,07;31,96;1,2
18/04/2016;1;22016;1 kg;5,51;58,05;31,77;1,13
14/07/2015;8;30615;Barra 4,2 kg;5,6;57,2;30,98;1,68
03/08/2015;34;32615;3 KG;5,49;57,51;31,7;1,38
29/12/2015;22;47415;Barra 3 kg;5,54;57,98;31,62;1,06
13/07/2015;5;30515;3 KG;5,49;57,44;31,64;1,93
20/05/2016;23;25216;Barra 4,2 kg;5,3;59,17;33,19;1,23
20/08/2015;4;34315;Barra 3 kg;5,38;57,05;31,7;1,35
08/06/2015;9;27015;Barra 3 kg;5,44;57,05;31,3;1,51
29/02/2016;35;17116;3 KG;5,51;57,38;31,44;1,5
08/06/2016;16;27116;Barra 3 kg;5,43;57,57;32,33;1,11
28/04/2015;9;22915;Barra 4,2 kg;5,38;59,05;31,95;1,32
18/02/2015;2;16015;Barra 3 kg;5,42;57,4;30,38;1,43
08/06/2015;3;27015;Barra 3 kg;5,54;57,73;31,72;1,55
19/01/2016;21;13016;Barra 4,2 kg;5,39;57,92;32,49;1,64
06/04/2015;39;20715;3 KG;5,26;58,16;31,75;1,2
17/11/2015;8;43215;1 kg;5,72;55,99;30,11;1,41
23/02/2015;18;16515;Barra 3 kg;5,51;56,92;31,09;1,54
05/08/2015;3;32815;Barra 3 kg;5,34;58,38;32,22;1,41
02/05/2016;29;23416;Barra 3 kg;5,44;56,63;30,15;1,58
20/03/2015;8;19015;Barra 4,2 kg;5,43;58,89;31,83;1,28
28/04/2016;11;23016;Barra 3 kg;5,49;58,2;32,04;1,25
30/10/2015;10;41415;Barra 4,2 kg;5,36;57,99;32,18;1,36
05/01/2016;6;11616;Barra 3 kg;5,63;57,9;31,42;1,11
16/04/2015;15;21715;Barra 3 kg;5,49;57,37;31,87;1,1
25/03/2016;4;19616;Barra 4,2 kg;5,38;57,26;30,46;1,34
22/02/2016;19;16416;3 KG;5,46;57,23;31,27;1,74
15/06/2015;8;27715;1 kg;5,49;57,52;31,79;1,59
13/04/2016;14;21516;Barra 3 kg;5,5;56,96;30,88;1,95
27/05/2015;16;25815;Barra 3 kg;5,51;56,67;31,11;1,37
15/06/2016;29;27816;Barra 3 kg;5,4;57,48;32,03;1,4
21/12/2015;18;46615;3 KG;5,36;58;32,48;1,38
22/04/2016;14;22416;Barra 4,2 kg;5,52;59,33;31,95;1,13
30/09/2015;21;38415;Barra 3 kg;5,48;57,48;32,32;1,37
21/05/2015;12;25215;Barra 3 kg;5,65;57,94;31,84;1,05
11/01/2016;16;12216;3 KG;5,41;58,01;32,05;1,31
23/10/2015;6;40715;Barra 4,2 kg;5,28;56,9;30,89;1,52
01/06/2016;15;26416;Barra 3 kg;5,43;57,42;31,54;1,8
06/04/2015;41;20715;3 KG;5,45;58,1;32,05;1,09
24/09/2015;13;37815;Barra 3 kg;5,49;57,55;31,8;1,73
01/05/2015;7;23215;Barra 4,2 kg;5,36;58,29;31,88;1,22
23/10/2015;10;40715;Barra 4,2 kg;5,26;58,4;31,81;1,17
08/07/2015;17;30015;Barra 3 kg;5,42;58,37;32,26;1,14
15/06/2016;1;27816;1 kg;5,57;56,12;29,21;1,54
17/03/2016;3;18816;Barra 3 kg;5,48;57,07;30,08;1,18
10/06/2015;12;27215;500 g;5,71;58,67;31,34;1,03
12/03/2015;5;18215;Barra 3 kg;5,57;57,14;30,13;1,24
19/04/2016;11;22116;Barra 4,2 kg;5,38;56,39;30,37;1,3
13/04/2015;12;21415;Barra 4,2 kg;5,35;57,38;31,47;0,79
01/02/2016;31;14316;3 KG;5,4;57,28;31,7;1,31
10/02/2015;11;15215;Barra 4,2 kg;5,48;58,86;31,87;0,89
16/09/2015;5;37015;Barra 3 kg;5,57;57,61;31,32;1,26
04/08/2015;21;32715;Barra 4,2 kg;5,57;58,26;32,51;0,97
28/04/2016;20;23016;Barra 3 kg;5,36;57,17;30,95;1,26
08/06/2016;27;27116;Barra 3 kg;5,49;57,78;32,51;1,18
23/04/2015;22;22415;Barra 3 kg;5,54;58,57;32,64;1,37
14/10/2015;9;39815;Barra 3 kg;5,49;55,79;29,76;1,86
25/03/2015;25;19515;Barra 3 kg;5,54;58,38;31,96;1,18
29/04/2015;10;23015;Barra 3 kg;5,51;59,47;32,81;1,27
07/04/2015;5;20815;Barra 3 kg;5,47;57,66;31,71;1,24
09/05/2016;40;24116;Barra 3 kg;5,33;57,47;32,29;1,59
07/05/2015;2;23815;1 kg;5,51;58,17;31,03;1,38
13/07/2015;13;30515;3 KG;5,39;57,62;31,56;1,48
02/11/2015;2;41715;1 kg;5,49;56,64;30,59;1,72
02/03/2015;35;17215;Barra 3 kg;5,5;58,31;31,42;1,4
13/04/2015;31;21415;3 KG;5,36;57,57;32,13;1,19
18/11/2015;14;43315;Barra 3 kg;5,49;57,74;32,09;1,14
29/04/2015;15;23015;Barra 3 kg;5,48;57,33;31,07;1,21
08/06/2015;34;27015;3 KG;5,4;56,58;31,37;1,43
15/06/2016;26;27816;Barra 3 kg;5,39;56,84;31,26;1,54
04/02/2015;10;14615;Barra 3 kg;5,41;57,83;31,91;1,14
13/11/2015;2;42815;Barra 4,2 kg;5,35;57,38;31,52;1,62
01/07/2015;3;29315;Barra 3 kg;5,58;57,98;31,59;1,21
07/05/2015;1;23815;1 kg;5,52;57,71;31,07;1,08
10/10/2015;7;39415;3 KG;5,43;58,97;32,61;1,13
08/04/2015;8;20915;500 g;5,54;58,03;31,47;0,72
22/12/2015;23;46715;Barra 3 kg;5,42;57,66;31,53;1,66
27/04/2015;3;22815;3 KG;5,59;57,52;32,03;1,09
24/08/2015;17;34715;3 KG;5,42;57,25;32,08;1,32
30/09/2015;25;38415;Barra 3 kg;5,49;59,07;33,07;1,53
01/06/2015;33;26315;3 KG;5,5;56,95;31,03;1,68
14/10/2015;7;39815;500 g;5,68;57,23;30,83;1,4
30/11/2015;24;44515;3 KG;5,43;57,3;31,44;1,64
23/02/2015;1;16515;Barra 3 kg;5,55;57,04;31,2;1,62
03/06/2016;5;26616;Barra 4,2 kg;5,4;59,05;31,79;1,1
16/03/2015;27;18615;Barra 3 kg;5,58;57,66;31,54;1,49
13/04/2015;19;21415;3 KG;5,5;58,29;32,26;1,35
07/10/2015;29;39115;Barra 3 kg;5,47;57,88;32,64;1,42
16/05/2016;24;24816;3 KG;5,49;57,26;31,84;1,38
21/03/2016;28;19216;Barra 3 kg;5,54;57,89;32,11;1,51
12/11/2015;26;42715;Barra 3 kg;5,57;57,24;31,39;1,41
08/01/2016;21;11916;Barra 4,2 kg;5,43;56,21;30,6;1,83
31/03/2015;18;20115;Barra 3 kg;5,54;56,81;30,9;1,53
29/02/2016;31;17116;3 KG;5,36;58,24;31,5;1,39
28/09/2015;13;38215;3 KG;5,44;58,7;31,87;1,34
26/12/2015;13;47115;3 KG;5,56;56,32;31,1;0,97
29/12/2015;19;47415;Barra 3 kg;5,48;57,09;30,87;1,01
24/09/2015;15;37815;Barra 3 kg;5,48;57,17;31,52;1,36
17/03/2016;7;18816;Barra 3 kg;5,41;57,5;30,64;1,59
18/01/2016;4;12916;Barra 3 kg;5,44;57,89;30,97;1,23
12/01/2016;7;12316;Barra 3 kg;5,32;56,72;30,89;1,65
03/02/2015;9;14515;Barra 4,2 kg;5,52;59,27;33,06;1,19
24/06/2015;29;28615;Barra 3 kg;5,61;57,36;31,36;1,24
02/03/2015;1;17215;3 KG;5,39;57,18;31,05;1,69
02/03/2015;25;17215;Barra 3 kg;5,63;55,92;30,75;1,59
22/07/2015;8;31415;Barra 3 kg;5,57;59,36;32,97;1,2
10/06/2015;16;27215;Barra 3 kg;5,56;58,84;32,83;1,41
19/10/2015;10;40315;3 KG;5,51;57,5;31,95;1,78
18/02/2015;4;16015;Barra 3 kg;5,26;57,67;31,13;1,06
27/07/2015;12;31915;3 KG;5,34;56,17;31,28;2
29/12/2015;27;47415;Barra 3 kg;5,7;58,79;32,42;1,7
09/03/2015;11;17915;Barra 3 kg;5,32;58,33;31,98;1,39
08/12/2015;15;45315;Barra 3 kg;5,57;57,13;31,17;1,32
08/06/2016;10;27116;Barra 3 kg;5,29;58,39;32,96;1,09
04/01/2016;5;11516;Barra 3 kg;5,49;57,56;31,44;1,39
15/06/2016;16;27816;Barra 3 kg;5,61;56,82;31,47;1,67
25/01/2016;13;13616;Barra 3 kg;5,47;57,7;31,97;1,29
04/04/2016;13;20616;Barra 3 kg;5,46;57,09;30,98;1,54
08/02/2016;13;15016;3 KG;5,45;58,04;31,89;1,9
24/04/2015;8;22515;Barra 4,2 kg;5,42;57,41;30,92;1,4
28/03/2016;18;19916;3 KG;5,4;58,57;32,34;1,55
09/06/2015;5;27115;Barra 4,2 kg;5,56;57,16;31,16;1,28
21/10/2015;5;40515;Barra 3 kg;5,56;58,04;32,28;1,86
30/09/2015;26;38415;Barra 3 kg;5,49;58,21;32,97;1,12
13/04/2015;16;21415;3 KG;5,41;58,24;31,93;1,65
25/04/2016;7;22716;1 kg;5,39;58,27;31,25;0,95
09/05/2016;7;24116;1 kg;5,47;57,61;31,69;1,21
26/05/2015;11;25715;Barra 4,2 kg;5,42;57,44;31,95;1,17
17/02/2016;30;15916;Barra 3 kg;5,51;57,43;31,12;1,58
16/05/2016;32;24816;Barra 3 kg;5,35;57,44;31,49;1,62
25/05/2016;9;25716;Barra 3 kg;5,54;57,46;31,64;1,75
27/05/2015;15;25815;Barra 3 kg;5,58;57,38;31,68;1,4
01/06/2016;27;26416;Barra 3 kg;5,44;57,7;30,99;1,28
16/05/2016;27;24816;3 KG;5,46;57,59;32,44;1,52
04/04/2016;2;20616;Barra 3 kg;5,49;58,05;32,22;1,5
09/05/2016;17;24116;3 KG;5,28;59,1;32,28;1,29
29/12/2015;25;47415;Barra 3 kg;5,61;57,91;32;1,59
27/07/2015;13;31915;3 KG;5,41;56,47;31,02;1,46
07/10/2015;33;39115;Barra 3 kg;5,59;56,43;31,06;1,57
17/09/2015;11;37115;Barra 4,2 kg;5,41;57,9;31,6;0,61
15/02/2016;20;15716;3 KG;5,42;58,48;32,08;1,57
02/03/2016;21;17316;Barra 3 kg;5,54;57,19;31,28;1,73
02/03/2016;18;17316;Barra 3 kg;5,41;57,72;31,21;1,45
04/05/2015;30;23515;3 KG;5,53;57,86;32,34;1,17
04/01/2016;18;11516;Barra 3 kg;5,43;57,86;31,52;1,3
16/05/2016;41;24816;Barra 3 kg;5,4;57,48;31,11;1,62
23/11/2015;1;43815;1 kg;5,51;58,87;32,91;1,42
24/09/2015;4;37815;Barra 3 kg;5,47;58,08;32,53;1,35
16/03/2015;17;18615;Barra 3 kg;5,54;57,62;31,24;1,23
14/09/2015;33;36815;3 KG;5,52;57,06;30,76;1,12
16/02/2015;1;15815;Barra 3 kg;5,47;57,56;31,53;1,06
29/07/2015;25;32115;Barra 3 kg;5,53;58,46;32,05;1,01
30/03/2016;8;20116;500 g;5,69;55,55;29,34;1,83
25/02/2015;7;16715;Barra 3 kg;5,49;58,29;31,69;1,1
24/02/2015;2;16615;Barra 4,2 kg;5,42;57,67;30,6;0,7
13/01/2016;5;12416;Barra 3 kg;5,46;57,33;32,29;1,1
21/03/2016;34;19216;Barra 3 kg;5,6;58,28;32,1;1,2
20/11/2015;2;43515;Barra 4,2 kg;5,59;57,51;31,38;1,06
29/04/2015;18;23015;500 g;5,56;57,31;29,75;0,93
28/10/2015;5;41215;Barra 3 kg;5,44;58,26;33,01;1,34
22/07/2015;11;31415;Barra 3 kg;5,45;58,23;32,54;1,49
21/05/2015;1;25215;Barra 3 kg;5,49;58,15;31,19;1,2
22/07/2015;19;31415;Barra 3 kg;5,51;58,17;32,72;1,21
18/04/2016;10;22016;3 KG;5,42;57,17;30,98;1,9
21/03/2016;19;19216;Barra 3 kg;5,56;57,27;31,45;2,02
13/04/2016;6;21516;500 g;5,6;58,44;31,78;1,2
15/02/2016;15;15716;3 KG;5,5;58,65;32,34;1,31
12/01/2016;12;12316;Barra 3 kg;5,36;56,97;31,37;1,32
13/11/2015;3;42815;Barra 4,2 kg;5,4;58,05;31,72;1,59
12/08/2015;16;33515;500 g;5,43;58,05;31,35;1,06
30/11/2015;23;44515;3 KG;5,44;57,42;31,79;1,18
15/06/2015;15;27715;Barra 3 kg;5,52;56,52;31,37;1,33
27/03/2015;28;19715;Barra 4,2 kg;5,45;57,29;31,37;0,87
18/03/2016;5;18916;Barra 4,2 kg;5,38;58,3;31,83;1,58
17/09/2015;3;37115;Barra 4,2 kg;5,37;57,35;31,37;1,32
02/05/2016;16;23416;3 KG;5,38;57,94;32,58;1,1
13/02/2015;7;15515;Barra 4,2 kg;5,4;57,19;31,33;0,79
20/10/2015;22;40415;Barra 4,2 kg;5,41;57,93;31,86;1,72
17/02/2016;24;15916;Barra 3 kg;5,5;57;30,73;1,45
03/08/2015;2;32615;Barra 3 kg;5,54;56,73;31,38;1,48
12/05/2016;5;24416;Barra 3 kg;5,46;57,31;31,43;1,85
16/02/2015;19;15815;3 KG;5,28;57,05;29,8;0,69
27/03/2015;17;19715;Barra 4,2 kg;5,31;59,21;32,13;0,9
13/04/2015;43;21415;3 KG;5,5;57,7;31,67;1,39
20/07/2015;5;31215;Barra 3 kg;5,64;59,23;32,73;1,3
10/09/2015;6;36415;Barra 3 kg;5,41;57,64;31,49;1,5
20/10/2015;20;40415;Barra 4,2 kg;5,46;57,42;31,9;1,28
03/03/2015;3;17315;1 kg;5,46;57,72;30,13;1,2
26/12/2015;14;47115;3 KG;5,52;56,22;31,11;1,54
28/09/2015;9;38215;Barra 4,2 kg;5,4;58,76;32,41;1,12
07/07/2015;6;29915;Barra 4,2 kg;5,52;58,98;32,62;1,02
18/03/2016;9;18916;Barra 4,2 kg;5,28;57,59;30,82;1,29
04/04/2016;8;20616;Barra 3 kg;5,48;56,9;30,71;1,65
02/03/2016;26;17316;Barra 3 kg;5,43;57,69;32,07;1,9
21/03/2016;22;19216;Barra 3 kg;5,49;58,62;32,14;1,03
05/10/2015;18;38915;3 KG;5,45;57,39;31,9;1,8
25/01/2016;4;13616;Barra 3 kg;5,47;57,85;31,03;1,2
04/04/2016;39;20616;3 KG;5,46;57,77;31,82;1,14
16/05/2016;17;24816;3 KG;5,37;56,85;30,78;1,79
09/05/2016;41;24116;Barra 3 kg;5,52;57,14;31,17;1,51
15/05/2015;8;24615;Barra 4,2 kg;5,32;57,99;31,73;1,33
30/03/2016;16;20116;Barra 3 kg;5,61;57,38;31,13;1,56
14/03/2016;16;18516;Barra 3 kg;5,5;58,08;32,28;1,8
25/05/2016;5;25716;Barra 3 kg;5,45;58,02;31,67;1,56
18/05/2015;16;24915;3 KG;5,44;56,94;31,91;1,4
02/05/2016;31;23416;Barra 3 kg;5,51;58,06;31,78;1,4
20/11/2015;21;43515;3 KG;5,53;56,91;30,61;1,62
20/07/2015;2;31215;Barra 3 kg;5,65;59,84;33,07;1,18
17/03/2016;14;18816;Barra 3 kg;5,35;56,94;30,26;1,39
26/02/2016;16;16816;Barra 4,2 kg;5,43;58,01;32,08;1,68
05/01/2016;12;11616;Barra 3 kg;5,5;56,32;29,59;1,16
25/03/2015;9;19515;Barra 3 kg;5,55;58,01;31,18;1,25
22/12/2015;8;46715;Barra 3 kg;5,46;57,56;31,5;1,74
