Fecha;Num_Cuba;Lote;FORMATO;PH;ES;MG;SAL
06/06/2016;18;26916;3 KG;5,39;57,18;32,11;1,86
27/04/2015;2;22815;3 KG;5,47;56,62;31,25;1,18
19/03/2015;10;18915;Barra 3 kg;5,5;57,8;31,76;1,31
27/03/2015;9;19715;3 KG;5,41;59,08;32,3;1,16
19/03/2015;6;18915;Barra 3 kg;5,58;58,4;32,15;1,1
14/04/2015;1;21515;Barra 4,2 kg;5,53;57,25;31,57;1,41
05/02/2016;2;14716;3 KG;5,39;58,41;32,23;0,97
14/03/2016;19;18516;Barra 3 kg;5,49;57,06;31,42;1,72
12/03/2015;17;18215;Barra 3 kg;5,61;56,44;30,16;1,42
11/01/2016;1;12216;1 kg;5,54;55,45;29,5;1,68
07/07/2015;9;29915;Barra 4,2 kg;5,55;59,66;32,84;0,98
29/07/2015;7;32115;Barra 3 kg;5,55;57,76;31,46;1,43
02/12/2015;15;44715;Barra 3 kg;5,56;57,98;31,23;1,75
14/03/2016;36;18516;3 KG;5,51;57,97;30,78;1,89
20/04/2015;17;22115;1 kg;5,57;58,04;32,46;1,23
16/02/2015;31;15815;3 KG;5,47;57,65;31,51;1,27
13/05/2016;24;24516;Barra 4,2 kg;5,38;58,16;32,2;1,25
01/02/2016;2;14316;1 kg;5,54;56,95;30,86;1,51
12/06/2015;17;27415;Barra 4,2 kg;5,58;58,85;32,47;1,39
21/10/2015;9;40515;Barra 3 kg;5,55;58,24;32,36;1,72
13/05/2016;28;24516;Barra 4,2 kg;5,4;57,71;31,85;1,15
29/02/2016;39;17116;3 KG;5,37;57,55;31,9;1,74
28/03/2016;22;19916;Barra 3 kg;5,44;57,07;30,77;1,56
08/07/2015;5;30015;Barra 3 kg;5,52;58,84;32,08;0,98
17/03/2016;18;18816;Barra 3 kg;5,43;57,48;30,85;1,5
01/06/2015;8;26315;1 kg;5,46;57,95;31,5;1,29
07/03/2016;28;17816;3 KG;5,52;58,62;31,82;1,34
20/04/2015;44;22115;500 g;5,37;57,02;32,53;1,09
01/06/2015;6;26315;1 kg;5,44;57,62;31,69;1,54
22/12/2015;16;46715;Barra 3 kg;5,43;58,07;31,72;1,41
02/05/2016;6;23416;1 kg;5,54;56,71;29,97;1,76
29/12/2015;9;47415;Barra 3 kg;5,56;57,44;31,56;1,2
25/02/2015;13;16715;Barra 3 kg;5,36;56,78;30,34;1,14
29/05/2015;26;26015;Barra 3 kg;5,36;58,02;32,02;1,26
08/02/2016;18;15016;3 KG;5,48;57,62;31,74;1,81
07/09/2015;13;36115;3 KG;5,43;56,17;31,54;1,43
31/07/2015;27;32315;Barra 4,2 kg;5,53;56,98;31,11;1,46
13/07/2015;14;30515;3 KG;5,47;57,45;31,22;1,6
11/08/2015;15;33415;Barra 3 kg;5,61;57,74;31,52;1,08
08/03/2016;36;17916;Barra 4,2 kg;5,38;59,43;31,46;1,34
21/09/2015;33;37515;3 KG;5,53;58,53;32,85;1,07
25/05/2016;16;25716;Barra 3 kg;5,5;57,05;31,2;1,79
23/02/2015;21;16515;3 KG;5,5;58,07;31,32;1,32
08/07/2015;11;30015;500 g;5,46;59,26;31,73;1,01
25/05/2016;11;25716;Barra 3 kg;5,53;57,35;31,72;1,69
13/04/2016;11;21516;Barra 3 kg;5,45;59,6;32,35;1,38
12/01/2016;1;12316;Barra 3 kg;5,4;55,43;30,43;2,14
11/01/2016;7;12216;1 kg;5,49;58,23;31,09;1,11
24/02/2016;14;16616;Barra 3 kg;5,38;57,06;31,73;1,46
18/03/2016;37;18916;3 KG;5,41;58,05;31,73;1,06
03/02/2015;5;14515;Barra 4,2 kg;5,39;58,64;32,52;1,17
28/03/2016;29;19916;3 KG;5,38;57,35;31,49;1,47
09/03/2015;17;17915;Barra 3 kg;5,46;58,48;32;1,22
29/01/2016;13;14016;Barra 4,2 kg;5,48;55,92;29,8;1,71
29/03/2016;39;20016;Barra 4,2 kg;5,42;56,69;31,14;1,58
16/03/2015;34;18615;Barra 3 kg;5,59;58,87;31,9;1,18
30/12/2015;4;47515;500 g;5,59;58,06;31,75;1,56
06/02/2015;10;14815;Barra 4,2 kg;5,48;57,71;31,45;1,44
06/02/2015;14;14815;Barra 4,2 kg;5,44;56,89;30,4;1,62
21/12/2015;19;46615;3 KG;5,45;58;32,34;1,55
07/09/2015;9;36115;3 KG;5,47;56,32;32,02;1,48
24/09/2015;6;37815;Barra 3 kg;5,43;57,79;32,38;1,18
14/03/2016;42;18516;3 KG;5,47;57,72;30,93;1,74
13/06/2016;1;27616;1 kg;5,43;57,13;31,38;1,25
16/05/2016;31;24816;Barra 3 kg;5,36;57,7;31,78;1,55
18/04/2016;22;22016;3 KG;5,48;57;30,73;1,82
21/12/2015;21;46615;3 KG;5,48;57,47;31,97;1,39
14/03/2016;29;18516;1 kg;5,47;57,36;31,04;1,51
04/05/2016;13;23616;500 g;5,42;57,5;30,92;1,1
30/03/2015;1;20015;Barra 3 kg;5,53;58,32;31,66;1,16
12/02/2015;13;15415;Barra 3 kg;5,59;56,75;30,78;1,33
09/11/2015;16;42415;3 KG;5,45;56,38;31,17;1,4
05/10/2015;16;38915;3 KG;5,43;58,52;32,39;1,31
04/05/2015;41;23515;3 KG;5,45;56,97;30,81;1,7
12/11/2015;17;42715;Barra 3 kg;5,5;58,02;31,69;1,25
14/08/2015;24;33715;Barra 4,2 kg;5,44;56,94;30,66;1,4
15/03/2016;13;18616;Barra 4,2 kg;5,44;58,54;31,67;1,06
28/04/2016;18;23016;Barra 3 kg;5,42;58,76;32,24;1,16
02/03/2015;39;17215;Barra 3 kg;5,71;56,94;30,75;1,13
14/10/2015;5;39815;500 g;5,75;57,24;30,83;1
17/05/2016;7;24916;Barra 4,2 kg;5,49;57,61;31,6;1,12
29/12/2015;5;47415;Barra 3 kg;5,4;58,37;31,59;1,24
10/02/2016;26;15216;Barra 3 kg;5,51;57,36;31,33;1,64
29/04/2015;13;23015;Barra 3 kg;5,53;58,01;31,18;1,03
28/10/2015;21;41215;Barra 3 kg;5,48;56,98;31,91;1,71
29/02/2016;4;17116;Barra 3 kg;5,4;57,5;31,63;1,76
22/05/2015;4;25315;Barra 4,2 kg;5,44;57,58;31,31;1,17
12/03/2015;25;18215;Barra 3 kg;5,54;57,09;30,8;1,2
03/02/2015;2;14515;Barra 4,2 kg;5,42;56,73;31,02;1,04
31/08/2015;17;35415;3 KG;5,47;55,98;30,83;1,58
29/04/2015;2;23015;Barra 3 kg;5,5;57,08;30,6;1,37
25/03/2015;19;19515;Barra 3 kg;5,6;57,12;30,84;1,25
06/08/2015;13;32915;Barra 4,2 kg;5,37;56,59;30,71;1,35
18/02/2015;13;16015;Barra 3 kg;5,47;59,09;32,25;1,11
04/01/2016;2;11516;Barra 3 kg;5,51;57,97;31,74;1,43
04/04/2016;3;20616;Barra 3 kg;5,49;57,06;31,39;1,74
08/07/2015;12;30015;Barra 3 kg;5,52;57,88;31,96;1,24
01/04/2015;4;20215;500 g;5,53;57,65;32,11;1,04
21/09/2015;12;37515;3 KG;5,56;58,27;33,09;1,79
24/09/2015;18;37815;Barra 3 kg;5,46;58,15;32,26;1,11
06/04/2015;14;20715;Barra 4,2 kg;5,39;57,17;30,78;0,92
22/06/2015;33;28415;3 KG;5,38;57,82;30,65;1,15
24/06/2015;13;28615;Barra 3 kg;5,34;57,65;31,39;1,2
15/07/2015;27;30715;Barra 3 kg;5,62;57,86;32,01;1,41
16/04/2015;1;21715;500 g;5,8;56,73;31,45;0,8
20/07/2015;3;31215;Barra 3 kg;5,65;59,62;33,12;1,29
09/11/2015;7;42415;3 KG;5,37;56,49;30,86;2
10/09/2015;25;36415;Barra 3 kg;5,54;56,73;30,72;1,61
03/02/2016;28;14516;Barra 3 kg;5,46;59,67;34,01;1,31
13/06/2016;21;27616;3 KG;5,37;59,17;32,54;1,32
22/12/2015;14;46715;Barra 3 kg;5,44;58,07;32,15;1,44
29/07/2015;5;32115;Barra 3 kg;5,57;58,62;31,79;1,23
01/04/2015;2;20215;500 g;5,42;57,58;31,31;0,75
14/09/2015;17;36815;3 KG;5,45;58,14;31,89;1,2
04/01/2016;1;11516;1 kg;5,53;56,4;30,84;1,85
19/06/2015;4;28115;Barra 4,2 kg;5,47;59,72;32,49;1,45
22/02/2016;17;16416;3 KG;5,38;57,41;31,5;1,42
29/04/2015;11;23015;Barra 3 kg;5,52;58,4;31,94;1,24
25/05/2016;7;25716;Barra 3 kg;5,47;56,77;30,91;1,19
14/03/2016;5;18516;Barra 3 kg;5,47;57,08;31,18;1,25
03/03/2015;7;17315;1 kg;5,53;56,61;29,79;1,59
03/02/2016;7;14516;500 g;5,31;58,02;31,43;1,13
29/12/2015;21;47415;Barra 3 kg;5,52;57,67;31,54;0,98
18/05/2016;6;25016;Barra 3 kg;5,56;59,09;33,77;1,06
17/03/2015;21;18715;3 KG;5,54;57,4;30,22;1
28/08/2015;3;35115;Barra 4,2 kg;5,4;57,36;31,16;1,23
21/09/2015;17;37515;3 KG;5,52;59,49;34,21;1,09
09/02/2015;3;15115;Barra 3 kg;5,41;57,99;31,71;1,27
13/04/2016;18;21516;Barra 3 kg;5,56;57,54;31,21;1,64
15/07/2015;12;30715;Barra 3 kg;5,49;57,23;31,49;1,23
28/10/2015;15;41215;Barra 3 kg;5,46;56,71;31,71;1,59
14/10/2015;19;39815;Barra 3 kg;5,53;56,47;30,19;1,44
28/09/2015;15;38215;Barra 4,2 kg;5,37;57,02;31,28;1,36
24/02/2016;27;16616;Barra 3 kg;5,41;58,88;33,16;1,66
03/03/2015;30;17315;Barra 4,2 kg;5,55;56,06;29,71;0,99
29/07/2015;12;32115;500 g;5,58;56,75;29,98;1,17
07/04/2016;9;20916;Barra 3 kg;5,47;57,19;30,71;1,78
24/06/2015;22;28615;Barra 3 kg;5,41;57,61;31,7;1,2
29/07/2015;9;32115;Barra 3 kg;5,36;57,7;32,15;1,37
28/03/2016;24;19916;3 KG;5,32;57,74;31,54;1,52
01/06/2015;10;26315;Barra 3 kg;5,54;57,38;31,82;1,27
06/06/2016;2;26916;1 kg;5,51;57,16;31,21;1,21
12/04/2016;30;21416;Barra 4,2 kg;5,5;58,49;32,22;1,2
18/11/2015;25;43315;Barra 3 kg;5,65;57,18;31,75;1,68
20/05/2016;20;25216;Barra 4,2 kg;5,36;59,48;33,35;1,23
05/02/2015;8;14715;Barra 3 kg;5,56;56,86;30,44;1,39
22/06/2015;29;28415;3 KG;5,44;57,69;31,76;1,34
11/05/2015;31;24215;3 KG;5,31;57,26;30,82;1,42
16/04/2015;3;21715;500 g;5,61;57,87;31,84;0,64
27/07/2015;4;31915;3 KG;5,31;57,11;31,71;1,53
04/01/2016;8;11516;Barra 3 kg;5,44;57,21;31,31;1,56
08/06/2016;24;27116;Barra 3 kg;5,51;56,55;31,97;1,54
02/01/2016;5;11316;Barra 4,2 kg;5,38;57,89;31,98;1,69
14/07/2015;6;30615;Barra 4,2 kg;5,53;57,98;31,16;1,42
23/03/2015;28;19315;3 KG;5,42;57,13;30,76;1,49
18/01/2016;5;12916;1 kg;5,53;56,17;29,55;1,42
20/02/2015;37;16215;Barra 4,2 kg;5,52;57,1;31,39;1,45
10/06/2015;4;27215;Barra 3 kg;5,56;58,34;32,01;1,2
09/05/2016;45;24116;Barra 3 kg;5,46;57,28;31,18;1,8
14/10/2015;16;39815;Barra 3 kg;5,49;57,54;30,77;1,21
27/03/2015;29;19715;Barra 4,2 kg;5,36;58,29;31,78;0,64
25/03/2015;23;19515;Barra 3 kg;5,59;57,14;30,93;1,24
17/02/2016;29;15916;Barra 3 kg;5,37;59,36;32,35;1,22
04/03/2015;2;17415;500 g;5,49;56,18;29,42;1,05
17/02/2016;3;15916;Barra 3 kg;5,49;57,34;31,95;1,59
20/04/2015;39;22115;3 KG;5,39;57,66;32,02;1,39
22/07/2015;1;31415;Barra 3 kg;5,48;58,05;32,71;1,4
08/05/2015;6;23915;Barra 4,2 kg;5,44;56,33;30,94;1,33
02/06/2015;17;26415;500 g;5,29;57,03;31,47;1,24
03/02/2015;7;14515;Barra 4,2 kg;5,37;58,54;32,86;1,2
04/01/2016;16;11516;Barra 3 kg;5,47;57,55;32,5;1,56
02/05/2016;37;23416;Barra 3 kg;5,44;57,6;31,33;1,58
16/03/2015;16;18615;Barra 3 kg;5,58;56,93;31,03;1,6
21/03/2016;20;19216;Barra 3 kg;5,52;57,85;32,5;1,32
14/05/2015;11;24515;Barra 3 kg;5,4;58,61;31,75;1,21
07/05/2015;9;23815;Barra 3 kg;5,58;57,07;31,17;1,21
12/04/2016;18;21416;Barra 4,2 kg;5,49;57,51;31,54;1,8
11/02/2015;5;15315;500 g;5,6;58,17;31,77;1,01
21/10/2015;7;40515;Barra 3 kg;5,49;58,64;32,62;1,91
21/09/2015;30;37515;3 KG;5,47;57,95;31,92;1,68
01/06/2016;9;26416;Barra 3 kg;5,52;56,35;30,85;1,93
01/07/2015;2;29315;500 g;5,53;56,29;30,21;1,17
07/04/2015;32;20815;Barra 3 kg;5,49;57,31;31,39;0,91
06/02/2015;21;14815;Barra 4,2 kg;5,5;58,66;31,55;1,23
06/04/2015;15;20715;3 KG;5,39;57,73;30,58;1,54
15/04/2015;6;21615;1 kg;NA;NA;NA;NA
19/10/2015;16;40315;3 KG;5,46;56,79;30,99;1,97
31/07/2015;22;32315;Barra 4,2 kg;5,53;56,52;31,24;1,06
30/03/2016;18;20116;Barra 3 kg;5,56;57,21;30,79;1,92
23/03/2015;30;19315;3 KG;5,43;58,09;31,49;1,01
18/03/2016;36;18916;3 KG;5,55;58,6;32,97;1,48
10/03/2016;15;18116;3 KG;5,6;56,67;30,84;1,48
14/09/2015;12;36815;3 KG;5,58;57,09;30,96;1,09
24/02/2016;24;16616;Barra 3 kg;5,39;58,16;32,51;1,75
05/11/2015;24;42015;Barra 3 kg;5,43;57,53;31,85;1,72
11/03/2015;20;18115;3 KG;5,53;57,49;31,03;1,36
22/05/2015;1;25315;Barra 4,2 kg;5,42;57,73;31,53;1,22
20/11/2015;1;43515;Barra 4,2 kg;5,58;58,47;31,28;1,07
07/09/2015;16;36115;3 KG;5,63;56,92;32,41;1,22
12/05/2016;34;24416;3 KG;5,41;57,06;30,66;1,52
08/06/2015;30;27015;3 KG;5,46;57,78;31,73;1,71
07/08/2015;16;33015;500 g;5,66;57,56;30,82;1,02
18/11/2015;24;43315;Barra 3 kg;5,53;56,1;30,9;2,04
16/11/2015;28;43115;3 KG;5,46;57,26;31,4;1,34
06/05/2015;14;23715;3 KG;5,46;57,46;31;1,06
15/09/2015;1;36915;500 g;5,56;56,13;30,22;1,11
16/06/2015;9;27815;Barra 4,2 kg;5,47;56,81;30,08;1,37
12/03/2015;4;18215;500 g;5,47;58,5;29,87;1
05/11/2015;18;42015;Barra 3 kg;5,51;57,3;31,68;1,47
02/05/2016;14;23416;3 KG;5,41;58,66;32,5;0,98
25/03/2015;8;19515;Barra 3 kg;5,51;57,24;30,6;1,04
15/04/2016;1;21716;Barra 4,2 kg;5,29;58,09;31,29;0,56
24/09/2015;33;37815;Barra 3 kg;5,68;58,98;33,26;1,13
24/06/2015;7;28615;Barra 3 kg;5,35;58,44;31,78;1,16
16/09/2015;21;37015;Barra 3 kg;5,41;58,19;31,64;1,13
24/02/2016;26;16616;Barra 3 kg;5,44;57,94;32,74;1,5
29/02/2016;33;17116;3 KG;5,39;57,92;31,43;1,07
08/04/2015;10;20915;500 g;5,43;59,3;31,8;0,97
07/04/2015;16;20815;Barra 3 kg;5,51;57,99;31,68;1,03
02/06/2016;14;26516;500 g;5,55;58,55;31,84;1,01
03/02/2015;3;14515;Barra 4,2 kg;5,42;57,22;31,27;0,91
09/11/2015;18;42415;3 KG;5,47;55,82;30,68;1,78
09/02/2015;31;15115;3 KG;5,48;57,1;31,49;1,67
26/01/2016;13;13716;Barra 4,2 kg;5,4;57,18;31,67;1,61
12/05/2015;23;24315;Barra 4,2 kg;5,42;57,53;29,92;1,15
06/06/2016;20;26916;3 KG;5,41;58,42;32,63;1,2
09/05/2016;19;24116;3 KG;5,27;57,42;31,07;1,75
10/09/2015;8;36415;Barra 3 kg;5,43;57,04;31,16;1,3
12/02/2015;3;15415;1 kg;5,52;57,32;31,54;1,51
17/02/2016;26;15916;Barra 3 kg;5,44;56,97;31,02;1,77
07/09/2015;7;36115;3 KG;5,53;56,86;32,75;1,46
31/03/2015;4;20115;Barra 3 kg;5,55;57,23;31,65;1,24
24/06/2015;17;28615;Barra 3 kg;5,37;57,42;31,36;1,18
28/07/2015;18;32015;Barra 4,2 kg;5,37;57,36;31,33;1,35
08/04/2015;11;20915;500 g;5,69;59,25;31,91;1,26
30/06/2015;3;29215;3 KG;5,28;58,5;31,7;1,22
05/11/2015;22;42015;Barra 3 kg;5,62;58,26;32,53;1,21
08/07/2015;19;30015;Barra 3 kg;5,53;58,65;32,32;1,28
27/07/2015;9;31915;3 KG;5,49;56,85;31,68;1,61
17/03/2015;3;18715;Barra 4,2 kg;5,47;57,65;31,19;0,86
06/04/2015;16;20715;Barra 4,2 kg;5,32;57,31;30,28;1
04/04/2016;35;20616;3 KG;5,46;56,98;31,09;1,69
02/06/2015;13;26415;Barra 3 kg;5,5;57,62;32,04;1,32
25/03/2015;22;19515;Barra 3 kg;5,53;57,54;31,01;1,13
17/03/2015;28;18715;3 KG;5,48;57,2;30,74;1,45
25/01/2016;10;13616;Barra 3 kg;5,52;59,23;32,38;1,05
12/03/2015;18;18215;Barra 3 kg;5,6;56,28;29,72;1,48
25/03/2016;9;19616;Barra 4,2 kg;5,36;56,42;29,96;0,81
24/12/2015;5;46915;500 g;5,82;55,76;29,92;1,57
04/04/2016;41;20616;3 KG;5,45;56,23;30,88;1,53
01/07/2015;12;29315;Barra 3 kg;5,62;57,61;31,27;1,34
12/02/2015;15;15415;Barra 3 kg;5,53;56,37;30,41;1,56
06/10/2015;21;39015;Barra 4,2 kg;5,66;57,28;30,82;1,26
07/09/2015;15;36115;3 KG;5,42;56,71;32,45;1,58
17/04/2015;16;21815;Barra 4,2 kg;NA;NA;NA;NA
22/12/2015;17;46715;Barra 3 kg;5,49;57,8;31,92;1,43
16/05/2016;25;24816;3 KG;5,49;57,7;32,08;1,49
28/10/2015;24;41215;Barra 3 kg;5,46;57,22;32,27;1,31
02/03/2016;7;17316;Barra 3 kg;5,52;55,96;30,65;1,88
25/05/2016;13;25716;Barra 3 kg;5,52;57,72;31,47;1,68
13/04/2015;27;21415;3 KG;5,39;58,45;32,16;1,48
04/05/2015;40;23515;3 KG;5,52;57,28;31,07;1,42
14/10/2015;12;39815;Barra 3 kg;5,47;56,25;30,51;1,52
06/03/2015;22;17615;Barra 4,2 kg;5,47;59,81;32,41;1,19
08/06/2016;3;27116;Barra 3 kg;5,46;57,01;31,51;1,36
20/04/2015;9;22115;1 kg;5,51;58,48;32,14;1,23
21/08/2015;27;34415;Barra 4,2 kg;5,34;58,54;32,65;1,12
17/02/2016;18;15916;Barra 3 kg;5,57;56,83;30,85;1,8
10/08/2015;12;33315;3 KG;5,37;56,96;31,15;1,16
10/08/2015;5;33315;3 KG;5,4;57,75;31,97;1,18
08/12/2015;11;45315;Barra 3 kg;5,52;59,24;32,18;1,53
24/04/2015;5;22515;Barra 4,2 kg;5,44;56,9;30,91;1,31
19/08/2015;21;34215;500 g;5,56;57,33;31,7;1,36
24/08/2015;12;34715;3 KG;5,46;57,99;32,16;1,33
14/03/2016;3;18516;Barra 3 kg;5,5;57,97;32,56;1,98
24/09/2015;26;37815;Barra 3 kg;5,51;57,84;31,64;1,27
08/07/2015;27;30015;Barra 3 kg;5,46;57,5;31,46;1,16
12/08/2015;24;33515;500 g;5,45;56,89;30,27;1,11
23/02/2015;26;16515;3 KG;5,4;56,49;31,45;1,5
24/09/2015;5;37815;1 kg;5,52;57,55;31,66;1,26
13/04/2016;22;21516;Barra 3 kg;5,49;57,96;31,29;1,85
02/12/2015;10;44715;Barra 3 kg;5,55;59,64;33,4;1,13
08/01/2016;18;11916;Barra 4,2 kg;5,35;57,27;31,24;1,6
02/02/2015;10;14415;3 KG;5,53;57,97;31,68;1,11
01/06/2016;3;26416;Barra 3 kg;5,57;56,71;31,27;1,88
23/04/2015;13;22415;Barra 3 kg;5,44;58,66;32,59;1,13
13/10/2015;12;39715;Barra 4,2 kg;5,31;56,59;30,94;1,98
01/02/2016;4;14316;1 kg;5,51;58,3;31,77;1,54
07/07/2015;23;29915;Barra 4,2 kg;5,54;57,06;31,21;1,37
10/02/2016;28;15216;Barra 3 kg;5,5;57,2;31,44;1,85
02/11/2015;17;41715;3 KG;5,48;56,65;31,74;1,72
14/12/2015;13;45915;3 KG;5,5;57,98;31,65;1,62
01/04/2015;10;20215;500 g;5,52;57,33;31,23;1
25/01/2016;26;13616;3 KG;5,48;57,48;31,55;1,33
29/03/2016;38;20016;Barra 4,2 kg;5,44;57,88;31,75;1,41
16/04/2015;4;21715;Barra 3 kg;5,47;NA;NA;NA
16/05/2016;7;24816;1 kg;5,47;58,39;32,29;1,28
15/06/2015;7;27715;1 kg;5,51;57,54;31,66;1,27
22/12/2015;6;46715;Barra 3 kg;5,37;57,63;31,91;1,8
15/07/2015;18;30715;3 KG;5,39;58,88;32,91;0,96
29/01/2016;9;14016;Barra 4,2 kg;5,51;56,29;30,01;1,53
27/05/2015;22;25815;Barra 3 kg;5,39;57,41;31,89;1,51
03/08/2015;6;32615;1 kg;5,51;57,44;30,9;1,24
27/02/2015;14;16915;Barra 4,2 kg;5,5;58,67;31,58;1,23
22/12/2015;5;46715;Barra 3 kg;5,64;57,65;32,19;1
01/04/2016;7;20316;Barra 4,2 kg;5,22;58,06;31,08;1,47
29/02/2016;8;17116;Barra 3 kg;5,42;56,76;30,49;1,34
01/02/2016;5;14316;Barra 3 kg;5,59;58,14;32,48;1,42
18/02/2015;8;16015;Barra 3 kg;5,42;57,79;31,41;1,48
13/04/2015;1;21415;Barra 4,2 kg;5,43;57,72;31,59;1,31
01/07/2015;27;29315;Barra 3 kg;5,52;58,95;32,56;1,21
14/09/2015;6;36815;1 kg;5,57;57,73;31,41;1,33
19/03/2015;2;18915;Barra 3 kg;5,62;56,82;30,84;1,36
21/03/2016;3;19216;1 kg;5,6;56,57;29,59;2,06
25/05/2016;29;25716;Barra 3 kg;5,54;58,35;32,78;1,58
16/03/2015;24;18615;Barra 3 kg;5,59;57,52;31,08;1,18
19/11/2015;10;43415;Barra 3 kg;5,48;57,22;31,48;1,74
21/10/2015;15;40515;Barra 3 kg;5,51;58,8;33,16;1,27
13/07/2015;2;30515;3 KG;5,43;57,52;30,8;1,42
24/03/2015;5;19415;Barra 4,2 kg;5,47;57,35;30,14;0,79
02/11/2015;18;41715;3 KG;5,51;57,04;31,19;1,58
07/10/2015;16;39115;Barra 3 kg;5,38;57,92;31,94;1,4
20/04/2016;6;22216;Barra 3 kg;5,5;57,83;31,99;1,37
23/03/2015;33;19315;3 KG;5,46;57,97;31,49;1,27
27/04/2015;37;22815;1 kg;5,53;59,81;32,49;1,2
16/05/2016;38;24816;Barra 3 kg;5,43;57,96;31,9;1,38
17/02/2016;31;15916;Barra 3 kg;5,49;57,33;31,21;1,55
25/03/2016;3;19616;Barra 4,2 kg;5,47;58,26;31,35;1,22
20/04/2015;31;22115;3 KG;5,33;58,36;33,21;1,13
29/12/2015;1;47415;Barra 3 kg;5,45;57,79;31,42;1,27
26/10/2015;14;41015;3 KG;5,27;58,65;32,98;1
07/09/2015;3;36115;1 kg;5,46;56,8;31,18;1,39
17/11/2015;10;43215;1 kg;5,55;56,36;30,75;1,68
10/06/2015;19;27215;3 KG;5,61;58,29;32,47;1,28
12/05/2015;14;24315;Barra 4,2 kg;5,41;57,39;30,92;1,19
09/05/2016;42;24116;Barra 3 kg;5,49;57,27;31,77;1,57
16/04/2015;8;21715;Barra 3 kg;5,5;NA;NA;NA
24/03/2015;2;19415;Barra 4,2 kg;5,42;56,7;29,73;0,76
04/05/2016;11;23616;500 g;5,37;57,84;30,78;1,18
09/03/2015;1;17915;Barra 3 kg;5,48;58,36;31,72;1,29
16/11/2015;34;43115;3 KG;5,49;57,57;31,99;1,19
09/11/2015;12;42415;3 KG;5,51;56,44;31,51;1,31
25/08/2015;12;34815;Barra 4,2 kg;5,46;57,31;30,68;1,06
21/09/2015;7;37515;3 KG;5,45;58,55;32,44;1,33
05/01/2016;1;11616;Barra 3 kg;5,51;58,07;31,61;1,25
20/07/2015;23;31215;3 KG;5,55;56,68;30,48;1,6
27/03/2015;5;19715;3 KG;5,46;59,07;32,68;1,03
08/03/2016;23;17916;Barra 4,2 kg;5,45;58,83;31,18;1,07
10/02/2015;10;15215;Barra 4,2 kg;5,43;58,44;31,44;0,84
28/10/2015;9;41215;Barra 3 kg;5,39;57,75;32,29;1,52
07/04/2016;6;20916;500 g;5,43;59,06;31,29;0,97
28/09/2015;24;38215;3 KG;5,45;57,07;31,84;1,31
16/02/2015;6;15815;Barra 3 kg;5,45;58,73;32,31;1,06
29/04/2016;34;23116;Barra 4,2 kg;5,3;57,51;30,8;1,31
25/11/2015;6;44015;500 g;5,49;56,18;29,77;1,22
08/02/2016;17;15016;3 KG;5,5;57,09;31,28;1,41
16/03/2015;44;18615;Barra 3 kg;5,59;57,85;31,17;1,24
12/11/2015;14;42715;Barra 3 kg;5,39;58,3;32,13;1,54
23/03/2015;9;19315;Barra 3 kg;5,49;58,8;31,85;0,98
27/10/2015;4;41115;Barra 4,2 kg;5,34;57,1;31,42;1,4
20/08/2015;13;34315;Barra 3 kg;5,54;56,71;31,23;1,77
10/03/2015;20;18015;Barra 4,2 kg;5,41;58,31;31,82;1,03
10/10/2015;18;39415;3 KG;5,3;57,06;31,1;1,26
25/08/2015;7;34815;500 g;5,92;57,37;31,62;1,2
01/07/2015;23;29315;Barra 3 kg;5,45;58,5;31,39;2
23/04/2015;12;22415;Barra 3 kg;5,44;58,14;32,38;1,45
05/03/2015;13;17515;Barra 3 kg;5,37;57,96;30,84;1,08
08/06/2016;13;27116;Barra 3 kg;5,46;58,24;33,08;1,6
04/05/2016;6;23616;Barra 3 kg;5,39;57,94;31,57;1,62
23/02/2015;2;16515;Barra 3 kg;5,43;57,67;31,86;1,17
14/09/2015;14;36815;3 KG;5,5;59,04;32,32;0,99
29/06/2015;6;29115;1 kg;5,46;59,47;32,05;1,13
29/04/2016;11;23116;Barra 4,2 kg;5,34;59,93;31,79;1,21
18/03/2016;25;18916;3 KG;5,45;58,92;32,53;1,27
25/05/2015;21;25615;3 KG;5,38;58,16;31,71;1,24
16/05/2016;5;24816;1 kg;5,46;57,86;31,07;1,21
20/04/2015;7;22115;1 kg;5,47;57,75;31,39;1,65
11/03/2015;24;18115;3 KG;5,44;57,9;31,24;1,38
18/05/2015;13;24915;3 KG;5,39;56,63;31,85;1,46
08/06/2015;4;27015;Barra 3 kg;5,51;57,98;32,65;1,45
10/03/2016;16;18116;3 KG;5,6;57,68;31,87;1,23
08/01/2016;15;11916;Barra 4,2 kg;5,4;56,97;31,38;1,37
23/05/2016;24;25516;3 KG;5,37;57,89;31,51;1,3
12/02/2015;19;15415;Barra 3 kg;5,47;58,17;31,35;1,14
04/01/2016;32;11516;3 KG;5,45;57,24;31,51;1,49
05/08/2015;5;32815;Barra 3 kg;5,39;57,91;32,18;1,16
07/12/2015;13;45215;3 KG;5,29;58,61;32,32;1,06
14/10/2015;23;39815;Barra 3 kg;5,43;57,26;31,31;1,43
04/04/2016;9;20616;1 kg;5,53;57,51;31,1;1,25
21/09/2015;14;37515;3 KG;5,52;58,64;33,4;1,41
17/03/2016;16;18816;Barra 3 kg;5,32;58,11;31,08;1,39
21/08/2015;10;34415;Barra 4,2 kg;5,29;58,24;31,62;1,35
