fecha;codruta;tipoleche;peso;temp;acidez;ph;densidad;est;mg;prot;lactosa;caseina
14/08/2016;32;VACA;28060;3,4;15;6,82;1,03;11,97;3,25;3,22;4,93;2,25
14/08/2016;29;VACA;8220;5,6;15;6,84;1,03;12,02;3,45;3,2;4,61;2,21
14/08/2016;29;VACA;16220;6,5;15;6,84;1,03;11,9;3,27;3,26;4,76;2,28
14/08/2016;38;OVEJA;2300;4,3;20;6,79;1,036;17,12;6,48;5,23;4,4;4,28
14/08/2016;38;CABRA;5400;5;14;6,83;1,032;13,61;4,9;3,47;4,61;2,6
14/08/2016;42;OVEJA;6540;6,5;20;6,81;1,036;18,3;7,64;5,11;4,72;4,01
14/08/2016;42;CABRA;4160;6;14;6,83;1,032;13,28;4,61;3,54;4,54;2,63
14/08/2016;25;VACA;23740;5,6;15;6,81;1,03;12,78;3,81;3,37;4,95;2,41
14/08/2016;27;VACA;10780;8;15;6,8;1,03;12,08;3,48;3,12;4,82;2,19
14/08/2016;31;VACA;19680;5,5;15;6,79;1,03;12,22;3,54;3,21;4,82;2,23
14/08/2016;37;CABRA;2260;8;13;6,84;1,032;13,45;4,86;3,59;4,45;2,63
15/08/2016;22;VACA;26000;6,2;15;6,8;1,03;12,16;3,42;3,18;4,93;2,26
15/08/2016;21;VACA;27360;5,6;15;6,81;1,03;12,22;3,39;3,27;4,9;2,32
15/08/2016;23;VACA;21280;7;15;6,8;1,03;12,28;3,47;3,17;4,94;2,29
15/08/2016;30;VACA;16040;5,2;15;6,82;1,03;11,9;3,1;3,31;4,87;2,3
15/08/2016;30;VACA;6540;4,5;14;6,86;1,03;13,69;5,09;3,18;4,64;2,17
15/08/2016;24;VACA;15460;6,8;15;6,8;1,03;11,9;3,27;3,11;4,85;2,19
15/08/2016;24;VACA;13100;5,4;15;6,82;1,03;11,89;3,26;3,14;4,86;2,17
15/08/2016;40;CABRA;4960;6,5;14;6,81;1,032;13,91;5,08;3,4;4,71;2,61
15/08/2016;40;OVEJA;4540;6,5;19;6,78;1,036;18,73;7,85;5,28;4,65;4,21
15/08/2016;41;OVEJA;2480;5,6;20;6,8;1,036;18,63;7,71;5,6;4,63;4,32
15/08/2016;41;CABRA;3000;5,4;14;6,86;1,032;13,3;4,6;3,46;4,62;2,64
15/08/2016;26;VACA;6860;5,2;15;6,83;1,03;12,09;3,32;3,14;4,93;2,21
15/08/2016;32;VACA;21820;7,8;15;6,82;1,03;11,88;3,25;3,16;4,75;2,21
15/08/2016;42;OVEJA;3540;6,2;20;6,82;1,036;18,69;7,64;5,69;4,57;4,46
15/08/2016;42;CABRA;3280;5,5;14;6,83;1,032;12,96;4,4;3,48;4,57;2,59
15/08/2016;38;CABRA;840;7;14;6,84;1,032;13,35;4,66;3,75;4,4;2,79
15/08/2016;25;VACA;22820;6;15;6,79;1,03;12,56;3,71;3,3;4,89;2,35
15/08/2016;39;OVEJA;6420;3,7;20;6,82;1,036;17,85;7,29;4,94;4,76;3,95
15/08/2016;1;OVEJA;7780;5,4;20;6,76;1,036;17,36;6,77;5,11;4,75;4,03
15/08/2016;46;OVEJA;7020;7,2;20;6,77;1,036;17,4;6,79;5,27;4,6;4,09
15/08/2016;45;CABRA;3600;8,5;14;6,82;1,032;13,05;4,5;3,5;4,58;2,55
15/08/2016;36;CABRA;13140;6,5;14;6,82;1,032;13,48;4,84;3,41;4,64;2,53
16/08/2016;23;VACA;26140;5;15;6,82;1,03;12,06;3,46;3,09;4,84;2,18
16/08/2016;21;VACA;28520;5;15;6,83;1,03;12,1;3,37;3,23;4,86;2,27
16/08/2016;22;VACA;25320;6,3;15;6,79;1,03;12,23;3,46;3,2;4,95;2,25
16/08/2016;31;VACA;16300;4,2;15;6,83;1,03;12,14;3,55;3,17;4,74;2,23
16/08/2016;31;VACA;6140;4,6;14;6,86;1,03;12,15;3,54;3,21;4,73;2,27
16/08/2016;41;OVEJA;6060;5,2;20;6,83;1,036;19,09;8,17;5,47;4,7;4,26
16/08/2016;26;VACA;6760;5;15;6,8;1,03;11,97;3,24;3,13;4,93;2,2
16/08/2016;27;VACA;11080;8,5;15;6,78;1,03;12,03;3,47;3,12;4,81;2,21
16/08/2016;39;CABRA;1700;7,7;13;6,85;1,032;13,63;4,73;3,57;4,7;2,68
16/08/2016;39;OVEJA;4700;5,4;18;6,83;1,036;17,5;6,93;5,14;4,65;3,99
16/08/2016;39;OVEJA;6420;5,2;20;6,8;1,036;16,52;5,71;5,27;4,82;4,1
16/08/2016;42;OVEJA;5740;4,9;19;6,8;1,036;17,94;7,44;4,9;4,71;3,92
16/08/2016;42;CABRA;2420;6,6;14;6,79;1,032;13,09;4,52;3,46;4,53;2,57
16/08/2016;32;VACA;28840;4;15;6,8;1,03;11,92;3,22;3,24;4,91;2,24
16/08/2016;37;CABRA;1800;7;13;6,83;1,032;13,38;4,85;3,64;4,43;2,66
16/08/2016;25;VACA;23680;6,2;15;6,8;1,03;12,82;3,85;3,37;4,95;2,4
16/08/2016;43;CABRA;1160;5,6;14;8,1;1,032;NA;NA;NA;NA;NA
16/08/2016;24;VACA;16480;3,6;15;6,82;1,03;12,03;3,49;3,06;4,81;2,16
16/08/2016;24;VACA;8860;5,4;15;6,82;1,03;12,05;3,36;3,04;4,88;2,17
16/08/2016;38;OVEJA;2280;5;19;6,8;1,036;17,17;6,66;5,25;4,56;4,04
16/08/2016;38;CABRA;6380;5;13;6,85;1,032;13,56;4,82;3,47;4,66;2,59
16/08/2016;30;VACA;22680;5;15;6,83;1,03;12,09;3,32;3,3;4,81;2,28
17/08/2016;40;CABRA;4640;7,5;14;6,81;1,032;13,49;4,77;3,38;4,68;2,58
17/08/2016;40;OVEJA;3880;6;20;6,79;1,036;19,36;8,5;5,3;4,58;4,23
17/08/2016;41;CABRA;7420;5,2;13;6,86;1,032;13,25;4,59;3,44;4,65;2,58
17/08/2016;24;VACA;15360;7;15;6,83;1,03;11,9;3,43;3,04;4,7;2,1
17/08/2016;24;VACA;6040;5,7;15;6,84;1,03;12,06;3,25;3,27;4,96;2,26
17/08/2016;26;VACA;6640;4,8;15;6,84;1,03;11,98;3,25;3,15;4,93;2,21
17/08/2016;43;CABRA;2280;6,6;14;6,84;1,032;13,58;4,72;3,85;4,49;2,83
17/08/2016;43;OVEJA;1440;7;18;6,78;1,036;18,83;7,72;6,02;4,42;4,53
17/08/2016;29;VACA;16260;8;14;6,86;1,03;11,84;3,22;3,24;4,72;2,27
17/08/2016;29;VACA;8060;6;14;6,86;1,03;12;3,38;3,2;4,66;2,24
17/08/2016;32;VACA;22520;6,4;15;6,8;1,03;11,83;3,23;3,15;4,73;2,2
17/08/2016;42;CABRA;400;9;13;6,86;1,032;13,46;4,8;3,69;4,42;2,73
17/08/2016;42;OVEJA;10720;6;20;6,8;1,036;17,14;6,28;5,37;4,72;4,17
17/08/2016;38;CABRA;840;8;14;6,86;1,032;13,2;4,53;3,74;4,46;2,77
17/08/2016;39;OVEJA;6580;6,2;18;6,84;1,036;17,65;7,1;4,94;4,75;3,94
17/08/2016;25;VACA;23200;5,8;15;6,82;1,03;12,58;3,75;3,28;4,87;2,34
17/08/2016;46;OVEJA;7020;7,2;20;6,78;1,036;17,29;6,76;5,19;4,58;4,02
17/08/2016;45;CABRA;4160;6,5;14;6,8;1,032;13,54;4,88;3,57;4,57;2,6
17/08/2016;1;OVEJA;7720;6,1;21;6,76;1,036;17,13;6,73;5,09;4,51;3,94
17/08/2016;36;CABRA;8800;7,4;14;6,8;1,032;13,37;4,75;3,36;4,59;2,51
18/08/2016;1;CABRA;24940;4,3;15;6,81;1,032;13,54;4,81;3,48;4,65;2,57
18/08/2016;31;VACA;16180;5;15;6,82;1,03;12,32;3,75;3,14;4,75;2,16
18/08/2016;31;VACA;7500;6;15;6,8;1,03;12,68;4,24;3,05;4,61;2,09
18/08/2016;41;OVEJA;9280;5,4;18;6,81;1,036;18,55;7,58;5,49;4,71;4,28
18/08/2016;27;VACA;11140;8,7;16;6,79;1,03;11,99;3,45;3,09;4,81;2,15
18/08/2016;39;CABRA;1880;5,3;14;6,86;1,032;14,07;5,06;3,79;4,57;2,84
18/08/2016;39;OVEJA;4040;4;20;6,82;1,036;17,77;7,16;4,95;4,81;3,95
18/08/2016;32;VACA;27240;3,1;15;6,82;1,03;12,01;3,32;3,21;4,92;2,23
18/08/2016;26;VACA;6900;4,8;15;6,78;1,03;11,97;3,19;3,18;4,96;2,21
18/08/2016;42;OVEJA;6480;5;20;6,82;1,036;17,95;7,37;4,95;4,76;3,94
18/08/2016;42;CABRA;3860;4,5;14;6,83;1,032;12,73;4,27;3,35;4,57;2,49
18/08/2016;25;VACA;23580;6,6;15;6,8;1,03;12,81;3,83;3,35;4,95;2,38
18/08/2016;37;CABRA;2020;8;14;6,8;1,032;13,47;4,85;3,67;4,44;2,69
18/08/2016;38;OVEJA;2220;5;20;6,79;1,036;17,26;6,68;5,29;4,6;4,09
18/08/2016;38;CABRA;5280;6,8;14;6,86;1,032;13,63;4,96;3,42;4,55;2,53
18/08/2016;30;VACA;23520;5,4;14;6,86;1,03;11,97;3,25;3,26;4,8;2,27
19/08/2016;21;VACA;26260;4,2;15;6,83;1,03;12,34;3,47;3,27;4,94;2,33
19/08/2016;22;VACA;26860;6,3;15;6,83;1,03;12,15;3,38;3,21;4,94;2,28
19/08/2016;20;VACA;24120;5,8;15;6,84;1,03;12,32;3,57;3,25;4,86;2,33
19/08/2016;23;VACA;21460;6,2;15;6,81;1,03;12,18;3,47;3,15;4,88;2,26
19/08/2016;24;VACA;16520;6;15;6,83;1,03;11,95;3,48;3,04;4,75;2,12
19/08/2016;24;VACA;12900;4,6;14;6,86;1,03;11,95;3,27;3,13;4,91;2,21
19/08/2016;40;OVEJA;6760;5,3;18;6,83;1,036;18,55;7,78;5,19;4,71;4,07
19/08/2016;40;CABRA;4120;6,5;14;6,84;1,032;13,52;4,85;3,32;4,65;2,52
19/08/2016;41;CABRA;7660;5,2;13;6,86;1,032;13,2;4,54;3,37;4,67;2,55
19/08/2016;26;VACA;6980;4,5;15;6,82;1,03;11,87;3,11;3,19;4,95;2,26
19/08/2016;32;VACA;23020;7;15;6,81;1,03;11,85;3,28;3,16;4,76;2,2
19/08/2016;39;OVEJA;12900;4,7;19;6,84;1,036;16,78;6,06;5,08;4,83;4,01
19/08/2016;38;CABRA;780;7;14;6,83;1,032;13,14;4,56;3,65;4,37;2,67
19/08/2016;43;CABRA;1000;6,5;14;6,86;1,032;13,26;4,8;3,5;4,41;2,54
19/08/2016;25;VACA;22600;5;16;6,81;1,03;12,5;3,68;3,29;4,87;2,33
19/08/2016;1;OVEJA;9120;3,3;21;6,76;1,036;16,66;6,34;4,94;4,59;3,83
19/08/2016;46;OVEJA;6600;6,8;21;6,75;1,036;17,47;6,81;5,29;4,61;4,1
19/08/2016;45;CABRA;3820;8,5;13;6,78;1,032;12,91;4,4;3,6;4,44;2,55
19/08/2016;42;OVEJA;4700;7;21;6,75;1,036;18,4;7,42;5,63;4,56;4,34
19/08/2016;42;CABRA;4180;6,6;13;6,85;1,032;13,53;4,84;3,58;4,49;2,63
19/08/2016;30;VACA;16040;5,7;15;6,83;1,03;12,34;3,61;3,24;4,8;2,24
19/08/2016;30;VACA;5600;4,7;15;6,83;1,03;12,42;3,66;3,25;4,8;2,26
19/08/2016;36;CABRA;13820;6,8;14;6,78;1,032;13,22;4,77;3,26;4,56;2,43
20/08/2016;1;CABRA;26040;3,7;14;6,85;1,032;13,67;4,92;3,47;4,65;2,56
20/08/2016;18;VACA;26340;8;15;6,82;1,03;12,37;3,39;3,42;5,02;2,44
20/08/2016;41;OVEJA;9120;5;19;6,8;1,036;18,14;7,24;5,44;4,7;4,24
20/08/2016;26;VACA;6700;5;15;6,79;1,03;11,82;3,11;3,2;4,89;2,24
20/08/2016;24;VACA;16840;8;15;6,83;1,03;12,1;3,51;3,07;4,83;2,17
20/08/2016;24;VACA;5800;7,3;15;6,8;1,03;11,77;3,23;3,12;4,82;2,17
20/08/2016;27;VACA;10740;8,5;15;6,8;1,03;12,04;3,51;3,1;4,8;2,17
20/08/2016;43;CABRA;2300;6,3;14;6,82;1,032;13,62;4,78;3,87;4,49;2,85
20/08/2016;43;OVEJA;1520;6,5;19;6,78;1,036;18,97;7,75;5,93;4,49;4,58
20/08/2016;32;VACA;26400;4;15;6,8;1,03;11,92;3,22;3,21;4,93;2,24
20/08/2016;39;CABRA;1580;5;13;6,86;1,032;13,51;4,76;3,49;4,64;2,64
20/08/2016;39;OVEJA;4440;4,4;18;6,84;1,036;17,43;6,91;4,92;4,8;3,91
20/08/2016;29;VACA;15960;6,7;15;6,82;1,03;12,09;3,58;3,19;4,66;2,25
20/08/2016;29;VACA;7740;6;15;6,8;1,03;11,98;3,33;3,26;4,68;2,29
20/08/2016;42;OVEJA;6460;6,6;20;6,82;1,036;17,72;7,24;4,85;4,78;3,86
20/08/2016;42;CABRA;3240;6;14;6,83;1,032;12,89;4,35;3,52;4,49;2,58
20/08/2016;37;CABRA;1740;7;13;6,82;1,032;13,43;4,89;3,65;4,41;2,66
20/08/2016;25;VACA;23520;6;15;6,8;1,03;12,72;3,78;3,37;4,93;2,42
20/08/2016;30;VACA;23060;5,7;15;6,82;1,03;12,1;3,52;3,15;4,74;2,21
20/08/2016;18;VACA;24460;7,3;15;6,83;1,03;12,48;3,57;3,36;4,97;2,37
20/08/2016;38;OVEJA;2180;4,5;19;6,8;1,036;17,18;6,65;5,27;4,55;4,07
20/08/2016;38;CABRA;5420;6;14;6,85;1,032;13,32;4,72;3,36;4,61;2,5
21/08/2016;30;VACA;16240;6,3;15;6,8;1,03;12,1;3,42;3,23;4,75;2,25
21/08/2016;30;VACA;4560;5,1;15;6,82;1,03;12,07;3,5;3,16;4,73;2,19
21/08/2016;40;OVEJA;6660;6,7;19;6,77;1,036;18,63;7,97;5,11;4,65;4,03
21/08/2016;40;CABRA;3740;6;14;6,8;1,032;13,49;4,87;3,32;4,61;2,49
21/08/2016;41;CABRA;7660;5,5;13;6,83;1,032;13,11;4,52;3,41;4,61;2,53
21/08/2016;26;VACA;6920;4,8;15;6,8;1,03;11,98;3,25;3,19;4,87;2,22
21/08/2016;32;VACA;22640;6,2;15;6,79;1,03;11,82;3,27;3,15;4,73;2,16
21/08/2016;42;CABRA;460;6;13;6,85;1,032;13,7;5,18;3,65;4,3;2,64
21/08/2016;42;OVEJA;9820;5,2;19;6,78;1,036;17,22;6,32;5,41;4,75;4,24
21/08/2016;38;CABRA;800;6,8;14;6,83;1,032;13,27;4,69;3,68;4,39;2,67
21/08/2016;25;VACA;22660;6;16;6,78;1,03;12,43;3,66;3,26;4,85;2,32
21/08/2016;1;OVEJA;6460;5,3;19;6,78;1,036;17,18;6,78;5,13;4,53;3,94
21/08/2016;46;OVEJA;6700;6;19;6,78;1,036;17,56;6,91;5,27;4,63;4,09
21/08/2016;39;OVEJA;6580;3,6;20;6,82;1,036;17,17;6,77;4,79;4,74;3,78
22/08/2016;23;VACA;22380;5,8;15;6,8;1,03;11,88;3,3;3,11;4,82;2,15
22/08/2016;20;VACA;22500;6,3;15;6,8;1,03;12,12;3,5;3,19;4,77;2,22
22/08/2016;21;VACA;29140;4,4;15;6,78;1,03;12,24;3,39;3,28;4,92;2,35
22/08/2016;22;VACA;23520;7;15;6,77;1,03;12,29;3,51;3,21;4,94;2,28
22/08/2016;24;VACA;16600;6,4;15;6,78;1,03;13,17;3,52;3,02;4,65;2,03
22/08/2016;24;VACA;12640;6,7;15;6,8;1,03;13,33;3,52;3,02;4,67;2,06
22/08/2016;41;OVEJA;8880;5,2;19;6,8;1,036;18,29;7,42;5,4;4,7;4,2
22/08/2016;39;CABRA;1700;6,2;14;6,82;1,032;13,56;4,85;3,52;4,56;2,65
22/08/2016;39;OVEJA;3660;5,5;18;6,8;1,036;17,33;6,86;4,93;4,71;3,87
22/08/2016;27;VACA;10780;9;15;6,81;1,03;12;3,48;3,12;4,79;2,15
22/08/2016;32;VACA;26860;3,1;15;6,8;1,03;11,96;3,27;3,2;4,91;2,23
22/08/2016;42;OVEJA;6500;8;18;6,78;1,036;17,74;7,21;4,95;4,75;3,88
22/08/2016;42;CABRA;3560;7,4;14;6,83;1,032;13,12;4,57;3,46;4,5;2,56
22/08/2016;26;VACA;6640;4,8;15;6,8;1,03;12,14;3,43;3,15;4,85;2,19
22/08/2016;43;CABRA;1020;6,2;14;6,82;1,032;13,38;4,82;3,61;4,45;2,63
22/08/2016;37;CABRA;1840;8,5;14;6,77;1,032;13,36;4,83;3,61;4,4;2,66
22/08/2016;25;VACA;23580;6,6;15;6,77;1,03;12,7;3,76;3,35;4,93;2,41
22/08/2016;38;OVEJA;1960;5;19;6,8;1,036;17,17;6,7;5,21;4,55;4,02
22/08/2016;38;CABRA;5180;6,2;13;6,86;1,032;13,35;4,75;3,37;4,61;2,53
22/08/2016;18;VACA;25040;4,6;15;6,83;1,03;12,24;3,45;3,29;4,9;2,27
22/08/2016;1;CABRA;26240;5,4;143;6,8;1,032;13,56;4,89;3,44;4,59;2,49
22/08/2016;18;VACA;25420;7,3;15;6,82;1,03;12,51;3,62;3,35;4,96;2,36
22/08/2016;36;CABRA;10800;6;14;6,84;1,032;13,2;4,63;3,42;4,58;2,53
22/08/2016;30;VACA;20600;5,5;14;6,86;1,03;12,22;3,66;3,19;4,73;2,17
23/08/2016;21;VACA;29760;4,6;15;6,8;1,03;12,23;3,46;3,25;4,85;2,28
23/08/2016;20;VACA;21800;6,2;15;6,81;1,03;12,29;3,55;3,26;4,81;2,31
23/08/2016;23;VACA;24360;6,4;15;6,81;1,03;12,35;3,56;3,17;4,91;2,26
23/08/2016;22;VACA;26920;6,2;15;6,82;1,03;12,12;3,31;3,22;4,96;2,25
23/08/2016;18;VACA;25700;5,6;15;6,8;1,03;12,58;3,9;3,18;4,83;2,27
23/08/2016;18;VACA;25920;8;15;6,8;1,03;12,25;3,41;3,34;4,94;2,34
23/08/2016;41;CABRA;6960;5,2;14;6,8;1,032;13,02;4,37;3,4;4,69;2,59
23/08/2016;32;VACA;22180;7;15;6,8;1,03;11,91;3,37;3,13;4,73;2,16
23/08/2016;42;OVEJA;3600;6;20;6,8;1,036;18,26;7,29;5,63;4,59;4,43
23/08/2016;42;CABRA;3380;5;14;6,82;1,032;12,66;4,27;3,27;4,59;2,42
23/08/2016;43;OVEJA;1760;6,8;20;6,8;1,036;18,9;7,68;6,08;4,44;4,65
23/08/2016;43;CABRA;2200;6;14;6,82;1,032;13,79;4,74;4,08;4,47;2,98
23/08/2016;40;CABRA;4640;7,4;14;6,8;1,032;13,57;4,89;3,32;4,65;2,52
23/08/2016;40;OVEJA;4300;7;20;6,78;1,036;18,47;7,8;4,98;4,68;4,05
23/08/2016;29;VACA;15920;7;15;6,85;1,03;11,93;3,51;3,12;4,66;2,17
23/08/2016;29;VACA;5460;5,6;15;6,85;1,03;12,07;3,46;3,23;4,64;2,23
23/08/2016;39;OVEJA;12620;4,4;20;6,8;1,036;16,94;6,28;5,04;4,79;3,98
23/08/2016;24;VACA;6580;7;15;6,84;1,03;12;3,39;3,05;4,83;2,15
23/08/2016;24;VACA;16040;6,4;15;6,8;1,03;11,69;3,14;3,06;4,82;2,11
23/08/2016;25;VACA;23280;5;15;6,81;1,03;12,48;3,7;3,25;4,86;2,31
23/08/2016;38;CABRA;780;6;14;6,82;1,032;13,16;4,58;3,63;4,43;2,69
23/08/2016;26;VACA;6900;5;15;6,8;1,03;12,01;3,32;3,13;4,87;2,18
23/08/2016;46;OVEJA;6600;7,6;20;6,77;1,036;17,48;6,85;5,25;4,6;4,08
23/08/2016;1;OVEJA;8280;8,2;21;6,75;1,036;16,91;6,47;4,92;4,72;3,89
23/08/2016;45;CABRA;3740;6,2;14;6,78;1,032;13,25;4,57;3,71;4,49;2,67
23/08/2016;1;CABRA;25140;3,7;14;6,81;1,032;13,64;4,89;3,49;4,63;2,56
24/08/2016;22;VACA;24940;6,2;15;6,81;1,03;12,1;3,41;3,16;4,89;2,2
24/08/2016;20;VACA;21920;6,3;15;6,81;1,03;12,13;3,45;3,22;4,82;2,27
24/08/2016;21;VACA;30940;4,3;15;6,83;1,03;12,27;3,44;3,28;4,91;2,32
24/08/2016;23;VACA;28140;5,3;15;6,82;1,03;12,42;3,77;3,11;4,88;2,18
24/08/2016;41;OVEJA;8260;4,8;20;6,8;1,036;18,94;7,99;5,53;4,62;4,29
24/08/2016;42;OVEJA;6100;4,8;20;6,78;1,036;17,54;7,03;4,85;4,8;3,84
24/08/2016;42;CABRA;2220;5,5;14;6,8;1,032;13,64;4,92;3,65;4,46;2,67
24/08/2016;24;VACA;16320;7,5;15;6,83;1,03;11,87;3,29;3,09;4,81;2,14
24/08/2016;24;VACA;6260;5,5;15;6,84;1,03;11,87;3,13;3,23;4,91;2,26
24/08/2016;26;VACA;6420;4,6;15;6,82;1,03;11,89;3,19;3,13;4,88;2,2
24/08/2016;32;VACA;26380;3,8;15;6,84;1,03;11,73;3,23;3,14;4,8;2,15
24/08/2016;27;VACA;11100;8,5;15;6,84;1,03;12,01;3,48;3,12;4,79;2,19
24/08/2016;39;CABRA;1520;6;14;6,8;1,032;13,57;4,81;3,51;4,64;2,63
24/08/2016;39;OVEJA;4740;5,2;20;6,8;1,036;16,99;6,51;4,85;4,83;3,85
24/08/2016;18;VACA;25440;8,6;15;6,8;1,03;12,21;3,46;3,15;4,91;2,2
24/08/2016;37;CABRA;1880;7,5;14;6,8;1,032;13,31;4,8;3,59;4,4;2,61
24/08/2016;25;VACA;24160;6,7;15;6,84;1,03;12,77;3,86;3,33;4,94;2,39
24/08/2016;18;VACA;27120;7,2;15;6,84;1,03;12,33;3,49;3,34;4,92;2,32
24/08/2016;18;VACA;25740;5,2;15;6,82;1,03;12,14;3,33;3,34;4,88;2,34
24/08/2016;38;OVEJA;2040;4,5;19;6,8;1,036;17,01;6,51;5,21;4,59;4,01
24/08/2016;38;CABRA;5740;8;14;6,82;1,032;13,22;4,64;3,34;4,6;2,5
24/08/2016;36;CABRA;7660;6;14;6,82;1,032;13,68;4,98;3,39;4,61;2,57
24/08/2016;18;VACA;25660;6,8;15;6,78;1,03;11,87;3,25;3,28;4,78;2,25
25/08/2016;23;VACA;21700;6,3;15;6,81;1,03;11,98;3,36;3,11;4,84;2,2
25/08/2016;20;VACA;22400;6,2;15;6,82;1,03;12,32;3,58;3,26;4,84;2,33
25/08/2016;21;VACA;28120;4,7;15;6,8;1,03;12,16;3,44;3,15;4,92;2,25
25/08/2016;22;VACA;25160;6,6;15;6,81;1,03;12,21;3,43;3,21;4,93;2,29
25/08/2016;41;CABRA;7520;5,6;14;6,82;1,032;13,24;4,56;3,43;4,67;2,61
25/08/2016;40;OVEJA;6140;6,4;19;6,8;1,036;18,68;7,85;5,32;4,7;4,18
25/08/2016;40;CABRA;3960;6;14;6,83;1,032;13,71;5;3,36;4,64;2,55
25/08/2016;32;VACA;22880;6;15;6,82;1,03;11,8;3,33;3,1;4,71;2,11
25/08/2016;26;VACA;6540;4,6;15;6,8;1,03;11,94;3,22;3,15;4,89;2,22
25/08/2016;43;CABRA;1000;7;14;6,8;1,032;13,36;4,79;3,6;4,44;2,64
25/08/2016;38;CABRA;740;5;14;6,84;1,032;13,14;4,59;3,64;4,39;2,68
25/08/2016;25;VACA;21200;4,6;15;6,82;1,03;12,47;3,7;3,24;4,88;2,3
25/08/2016;39;OVEJA;6360;4;19;6,8;1,036;17,5;7,09;4,8;4,68;3,83
25/08/2016;18;VACA;25040;6,4;15;6,83;1,03;12,53;3,61;3,38;4,98;2,38
25/08/2016;46;OVEJA;6620;7;20;6,82;1,036;17,25;6,75;5,14;4,6;4
25/08/2016;1;OVEJA;8000;4,5;20;6,77;1,036;17,3;6,79;5,25;4,47;4,03
25/08/2016;45;CABRA;3120;5,8;15;6,82;1,032;13,39;4,74;3,51;4,61;2,59
25/08/2016;42;CABRA;1580;6;14;6,8;1,032;12,54;4,06;3,4;4,51;2,53
25/08/2016;42;OVEJA;10620;5,8;20;6,82;1,036;17,28;6,35;5,45;4,74;4,26
25/08/2016;1;CABRA;25380;3,5;14;6,82;1,032;13,96;5,13;3,5;4,67;2,58
25/08/2016;18;VACA;25740;5,7;15;6,84;1,03;12,46;3,46;3,44;4,97;2,42
26/08/2016;1;CABRA;25940;4,2;14;6,81;1,032;13,82;4,99;3,53;4,67;2,57
26/08/2016;22;VACA;24520;6,5;15;6,82;1,03;12,18;3,49;3,15;4,92;2,22
26/08/2016;21;VACA;28080;4,3;15;6,81;1,03;12,27;3,46;3,23;4,91;2,27
26/08/2016;20;VACA;22180;6,3;14;6,84;1,03;12,22;3,51;3,22;4,84;2,27
26/08/2016;23;VACA;23620;5,7;15;6,82;1,03;12,19;3,52;3,1;4,93;2,19
26/08/2016;24;VACA;16520;7,5;15;6,8;1,03;11,98;3,39;3,09;4,85;2,18
26/08/2016;24;VACA;13340;5,2;15;6,82;1,03;11,92;3,2;3,15;4,9;2,22
26/08/2016;41;OVEJA;8140;4,8;18;6,86;1,036;18,51;7,29;5,75;4,68;4,45
26/08/2016;43;CABRA;2380;5,4;14;6,81;1,032;14,15;4,73;4,44;4,46;3,24
26/08/2016;43;OVEJA;1460;5,8;19;6,81;1,036;18,78;7,53;6,03;4,51;4,62
26/08/2016;39;CABRA;1560;5,3;13;6,86;1,032;13,9;5,06;3,63;4,55;2,69
26/08/2016;39;OVEJA;4540;4,4;18;6,86;1,036;17,32;6,7;4,97;4,84;3,95
26/08/2016;27;VACA;11020;8,9;15;6,82;1,03;12,06;3,5;3,12;4,81;2,17
26/08/2016;26;VACA;6680;4,7;15;6,83;1,03;12,02;3,28;3,16;4,89;2,21
26/08/2016;42;OVEJA;6480;4,8;20;6,78;1,036;17,87;7,32;4,93;4,7;3,9
26/08/2016;42;CABRA;3720;6,6;14;6,82;1,032;13,06;4,43;3,55;4,55;2,62
26/08/2016;29;VACA;16160;6,3;14;6,84;1,03;11,85;3,35;3,22;4,66;2,21
26/08/2016;29;VACA;5540;5,5;14;6,85;1,03;12,08;3,53;3,19;4,59;2,18
26/08/2016;32;VACA;26080;3,5;15;6,81;1,03;11,96;3,28;3,19;4,92;2,24
26/08/2016;37;CABRA;1960;8;14;6,81;1,032;13,42;4,85;3,64;4,4;2,67
26/08/2016;25;VACA;23540;5;14;6,8;1,03;12,79;3,83;3,35;4,93;2,39
26/08/2016;38;OVEJA;1600;7;20;6,78;1,036;16,7;6,38;5,21;4,41;3,93
26/08/2016;38;CABRA;5680;6,5;14;6,82;1,032;13,32;4,71;3,35;4,62;2,5
26/08/2016;36;CABRA;13160;4;15;6,8;1,032;13,57;4,9;3,42;4,6;2,55
26/08/2016;31;VACA;21260;5;15;6,84;1,03;11,53;3,17;3,1;4,7;2,09
27/08/2016;40;OVEJA;7120;6,2;17;6,83;1,036;18,29;7,41;5,4;4,72;4,23
27/08/2016;40;CABRA;3660;6,1;14;6,82;1,032;13,82;5,06;3,43;4,65;2,59
27/08/2016;24;VACA;17160;7,1;15;6,83;1,03;11,85;3,39;3,05;4,79;2,13
27/08/2016;26;VACA;6480;5;15;6,8;1,03;12,02;3,29;3,16;4,88;2,2
27/08/2016;24;VACA;6120;6,6;15;6,82;1,03;11,73;3,4;3,03;4,68;2,03
27/08/2016;41;CABRA;7480;5,8;13;6,83;1,032;13,38;4,64;3,49;4,66;2,62
27/08/2016;32;VACA;22540;7;15;6,8;1,03;11,9;3,44;3,11;4,69;2,15
27/08/2016;38;CABRA;740;7,7;14;6,82;1,032;13;4,47;3,7;4,36;2,72
27/08/2016;25;VACA;22960;5,5;15;6,8;1,03;12,46;3,67;3,28;4,89;2,32
